id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key
1770,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[실적 후] 네이버, AI 투자에 영업익 주춤… AI 팩토리가 재평가 열쇠 By 인포스탁데일리",실적 후 네이버 ai 투자에 영업익 주춤 ai 팩토리가 재평가 열쇠 by 인포스탁데일리,Investing.com 한국어,Investing.com 한국어,"Tue, 25 Aug 2026 07:11:00 GMT","[실적 후] 네이버, AI 투자에 영업익 주춤… AI 팩토리가 재평가 열쇠 By 인포스탁데일리 Investing.com 한국어",https://news.google.com/rss/articles/CBMicEFVX3lxTE41QThHUlF5S3pVaUZBVExJQmFOS09jVmZ0eVlFU3FJVmRvdEdrUHJscG9uTURNSVdyd19qVThtM3JQcVdSY0RfVkg3LVM3N2I5N2lhWGt6UGMtZk9LRTRueVlYeExuX0ZPeUJ4cUhVOUo?oc=5,google_rss_네이버 when:2d,262.0,41.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,262.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:실적 후 네이버 ai 투자에 영업익 주춤 ai 팩토리가 재평가 열쇠 by 인포스탁데일리,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:실적 후 네이버 ai 투자에 영업익 주춤 ai 팩토리가 재평가 열쇠 by 인포스탁데일리,comp_domestic_ai_platform,
1758,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 방산·제조 스타트업 ‘포지’ 투자…韓 뿌리산업 글로벌 연결",네이버 d2sf 방산 제조 스타트업 포지 투자 뿌리산업 글로벌 연결,아시아투데이,아시아투데이,"Wed, 26 Aug 2026 00:36:48 GMT","네이버 D2SF, 방산·제조 스타트업 ‘포지’ 투자…韓 뿌리산업 글로벌 연결 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE9kVVY4bHc1UVBsZlc3SjZrdWM1dVkyXzRBdU9VT09vWm13alF3b0NsWHM0ckI5NkMwaEpmQW1sRmlHRTFQYjJNVklyNEpCQVBENnVYZk5LcnQ0OXFlYTBqbEc2YkVrcmR2OGRpcUN3?oc=5,google_rss_네이버 when:2d,256.5,6.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,256.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 d2sf 방산 제조 스타트업 포지 투자 뿌리산업 글로벌 연결,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 d2sf 방산 제조 스타트업 포지 투자 뿌리산업 글로벌 연결,comp_domestic_strategy,
1760,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS·네이버클라우드, AI 데이터센터 액체냉각 구축",lg cns 네이버클라우드 ai 데이터센터 액체냉각 구축,뉴스핌,뉴스핌,"Wed, 26 Aug 2026 01:00:00 GMT","LG CNS·네이버클라우드, AI 데이터센터 액체냉각 구축 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9PQUtpMnNWZEFkb3pkcWx1b1Jwcl9jM3hNUk9majNXaDZhdDUyWVJ5TTR5LUd3QWhRMkVwd0JaTjVhVkxaR2dGbFdNT0JNWThqZVhSSGlHX0QwZkd3?oc=5,google_rss_네이버 when:2d,249.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_general,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,249.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,
1775,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS, 네이버클라우드와 AI 데이터센터 액체냉각 구축",lg cns 네이버클라우드와 ai 데이터센터 액체냉각 구축,데일리안,데일리안,"Wed, 26 Aug 2026 01:00:00 GMT","LG CNS, 네이버클라우드와 AI 데이터센터 액체냉각 구축 데일리안",https://news.google.com/rss/articles/CBMi2AFBVV95cUxNVDFiT2djYi03TklMVDlGVjF2djRnb1VuX2Fvbnp5YnJoZTR0c1V4SWZaRW1qX1U4MkR1ak9zNmFZSmcyWUg3a3hIZkViUng4SGY1TzZJeGtTOFo3S2NwN0NEc2dKOElhel96UF8tNkc4dm5YUktXZTlId1BLUk9ZSDRKSDU0S2xNc1JHYk93N284bVhBcmJNaTR1RkJfUUxuZWd2ZnJHd0I5aXN3M29HQjNfWllwVnVwNlNmRTA5cFNvWUpEZnZQdWNiZG02NTdibG5MaTJMTGk?oc=5,google_rss_네이버 when:2d,249.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_general,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,249.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,
2459,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI 데이터센터 임원도 퇴사…IPO 앞두고 경영진 이탈 지속,오픈ai 데이터센터 임원도 퇴사 ipo 앞두고 경영진 이탈 지속,지디넷코리아,지디넷코리아,"Wed, 26 Aug 2026 00:51:18 GMT",오픈AI 데이터센터 임원도 퇴사…IPO 앞두고 경영진 이탈 지속 지디넷코리아,https://news.google.com/rss/articles/CBMiVkFVX3lxTE02THFaVW01SGIyMlBYVXZjdFVhbnUxTGJ3d3hJel92dzVCamdNdGpCUTkwNVNSRDJwbTFoajllTVNoX3E3RmZDeFhjcHBaN0dXRjU3UnRn?oc=5,google_rss_오픈AI 규제 when:2d,248.5,40.5,"ai_infrastructure_security,aidc_datacenter,leadership_change,strategy_mna_governance",aidc_general,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,248.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,
2402,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI 데이터센터 임원도 퇴사…IPO 앞두고 경영진 이탈 지속,오픈ai 데이터센터 임원도 퇴사 ipo 앞두고 경영진 이탈 지속,v.daum.net,v.daum.net,"Wed, 26 Aug 2026 00:52:49 GMT",오픈AI 데이터센터 임원도 퇴사…IPO 앞두고 경영진 이탈 지속 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE81U3NYVW8zZHVYTTVTRVF1WTlsU2U0TmlDWEY4VGUyUWdSdU0yUVUtVFZ6MGV1OHFlNUZxblFnNE8xMVdpeGI4WGpWZ2RFQVU?oc=5,google_rss_오픈AI when:2d,244.5,40.5,"ai_infrastructure_security,aidc_datacenter,leadership_change,strategy_mna_governance",aidc_general,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,244.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,self_filler_reference,
2450,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI 데이터센터 총괄도 지난 주 퇴사...오픈AI, IPO 앞두고 고위 임원 잇따라 회사 떠나",오픈ai 데이터센터 총괄도 지난 주 퇴사 오픈ai ipo 앞두고 고위 임원 잇따라 회사 떠나,비욘드포스트,비욘드포스트,"Wed, 26 Aug 2026 00:45:25 GMT","오픈AI 데이터센터 총괄도 지난 주 퇴사...오픈AI, IPO 앞두고 고위 임원 잇따라 회사 떠나 비욘드포스트",https://news.google.com/rss/articles/CBMifEFVX3lxTE1pSVRsOGwyWUx1Q1Fud2Y3a1A5SHVEZDRobTFTbUozdEQ1T3gwQk85N2dnTnpNMTUtLWxUYUw1aEZMWGdkaUp3OXA4UXNjTGlqZVhmSEdMNEdVZDhyaTl2Z21ON29wM21zbW1POWIya3VMZ29sMkxZQnVGYjc?oc=5,google_rss_오픈AI AI when:2d,244.5,40.5,"ai_infrastructure_security,aidc_datacenter,leadership_change,strategy_mna_governance",aidc_general,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,244.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,
1825,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS, 삼송 데이터센터에 액체냉각 도입…네이버클라우드 협력",lg cns 삼송 데이터센터에 액체냉각 도입 네이버클라우드 협력,디지털데일리,디지털데일리,"Wed, 26 Aug 2026 01:00:00 GMT","LG CNS, 삼송 데이터센터에 액체냉각 도입…네이버클라우드 협력 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9qbzFXX0o4ZGZmN1IxY0IxQ3RGWXJqYXRxQlFkY20xbGlWdzlMSDB6MGx5Yk5YLWRyLWp3X09ldzZVVWtyT0VFVWg2Y00yc1VyWHB6eEZIN2NqTW5NMHpXY1dncTI?oc=5,"google_rss_""네이버"" when:2d",243.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,243.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 삼송 데이터센터에 액체냉각 도입 네이버클라우드 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 삼송 데이터센터에 액체냉각 도입 네이버클라우드 협력,comp_domestic_ai_platform,
2468,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,IPO 앞둔 오픈AI서 또 임원 이탈…데이터센터 총괄 퇴사,ipo 앞둔 오픈ai서 또 임원 이탈 데이터센터 총괄 퇴사,연합뉴스,연합뉴스,"Tue, 25 Aug 2026 22:29:02 GMT",IPO 앞둔 오픈AI서 또 임원 이탈…데이터센터 총괄 퇴사 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTFA1cVBSU1FxWU1fR05iMWJBaUFXRE1oU3dyUzN1WWxzbllHMVF3aFpVdmd0d0VOZUVBS0l1cklpWXQ0SDVsdnJMSERuUnpsUW5tci1ULUg1QzZIRVHSAWBBVV95cUxONUxEZHkyalZqVHdjUzR5VEVGaXJIY1ZoN3diWFBsQnQtRG9ONFpFR3RiaVBUMzVRcnRVME1WWC0zbEk5czZaU3dVT2lZaWpVUGVkRVJudDJHNWdrQ0N3ZlI?oc=5,google_rss_오픈AI site:yna.co.kr when:2d,241.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,241.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,
2386,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"IPO 앞둔 오픈AI, 데이터센터 총괄도 퇴사…임원 이탈 이어져",ipo 앞둔 오픈ai 데이터센터 총괄도 퇴사 임원 이탈 이어져,전자신문,전자신문,"Tue, 25 Aug 2026 22:47:49 GMT","IPO 앞둔 오픈AI, 데이터센터 총괄도 퇴사…임원 이탈 이어져 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE5BMGR6UHV1ZkJYSlN6SWJsQ3ZfRmJPeFhqSW5uRVlBTnZkVThYUTFRWTUzN1ZRSlJZbzdQM0pUTE9uNGhhbUZxeVlWZV9FUQ?oc=5,google_rss_오픈AI when:2d,240.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,240.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,
1829,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS, 네이버클라우드와 협력...삼송 데이터센터에 ‘액체냉각’ 구현",lg cns 네이버클라우드와 협력 삼송 데이터센터에 액체냉각 구현,디지털투데이,디지털투데이,"Wed, 26 Aug 2026 01:00:00 GMT","LG CNS, 네이버클라우드와 협력...삼송 데이터센터에 ‘액체냉각’ 구현 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTFBXX2FCODl6elRMX2tuX0xhRjhKc2pvT2FmYzBjUGEtQVNGVzl0VF9HZjZNSjczVDZkME00dzg2bDdRZjh4MUhiVzVyeUdQWEpYb1FNTGNDMkZ3LU50bUpFVVI3NzNSUHB1NE1ZN1RjNHcyakE?oc=5,"google_rss_""네이버"" when:2d",239.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,239.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 네이버클라우드와 협력 삼송 데이터센터에 액체냉각 구현,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 네이버클라우드와 협력 삼송 데이터센터에 액체냉각 구현,comp_domestic_ai_platform,
1767,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS·네이버클라우드, 삼송 데이터센터에 '액체냉각' 인프라 구축",lg cns 네이버클라우드 삼송 데이터센터에 액체냉각 인프라 구축,더팩트,더팩트,"Wed, 26 Aug 2026 00:03:26 GMT","LG CNS·네이버클라우드, 삼송 데이터센터에 '액체냉각' 인프라 구축 더팩트",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9NWU1RbGhjT0lwRFNYc3FncXVWd3ZneXFDRVRNOU84Z1pDeWcwT1N2ai1Rc3lWRmxOTGFkc1o0aERsamw2SE5DMUNPaEUxYV8yOFRIcGJZVVFPUdIBVEFVX3lxTE8xOHJ4SWxQVTlSN19YakVqd09XN1dxVzRlc3Z5bnRUYjl5QW1xNzhhYl9RSUxSczdralpTVEJKbGI2MnZmTFpoSFVxOGQwd3hhTTAyTA?oc=5,google_rss_네이버 when:2d,239.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,239.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 네이버클라우드 삼송 데이터센터에 액체냉각 인프라 구축,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 네이버클라우드 삼송 데이터센터에 액체냉각 인프라 구축,comp_domestic_ai_platform,
2390,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, IPO 앞두고 잇따른 임원 이탈…데이터센터 총괄 퇴사",오픈ai ipo 앞두고 잇따른 임원 이탈 데이터센터 총괄 퇴사,헤럴드경제,헤럴드경제,"Tue, 25 Aug 2026 23:06:36 GMT","오픈AI, IPO 앞두고 잇따른 임원 이탈…데이터센터 총괄 퇴사 헤럴드경제",https://news.google.com/rss/articles/CBMiV0FVX3lxTE02UFh2d1hUNXd5aFNua01fQTh2SkphU0NEdHk5VzFJcVcyOTk5aWdRNjlNS0ltUzVPaloycmFNb2FfTlpTbWsxUWEzcVpJNHJDajAzMFp1WQ?oc=5,google_rss_오픈AI when:2d,237.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,237.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,
1830,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS·네이버클라우드, 데이터센터에 차세대 ‘액체냉각’ 선제 도입",lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,edaily.co.kr,이데일리,"Wed, 26 Aug 2026 01:00:03 GMT","LG CNS·네이버클라우드, 데이터센터에 차세대 ‘액체냉각’ 선제 도입 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxNRGFJalpYQ3Jfd2VuSHlFb1NjQzVRaEI0YkJSTTc3VEo2RHdtaXdxcDV5bGI2d2g2blJCU1NneHo2eXhxWWcyUXUxdnlXRWtIZUtaSjhnc0ZTWi04OXFkN05iOGVNc3FISXhQbjJibFVHYkZJazN2SENnYTQxWlEwMw?oc=5,"google_rss_""네이버"" when:2d",237.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,237.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,comp_domestic_ai_platform,
2389,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 데이터센터 총괄 퇴사…IPO 앞두고 임원 이탈 이어져 - 조선비즈",오픈ai 데이터센터 총괄 퇴사 ipo 앞두고 임원 이탈 이어져,Chosunbiz,Chosunbiz,"Wed, 26 Aug 2026 00:46:00 GMT","오픈AI, 데이터센터 총괄 퇴사…IPO 앞두고 임원 이탈 이어져 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxPY2hxbjNUc3NEcnZlZm1mWUwyd1ZvX0FQVFBVMW53SnZvRkFuczdrYmtYanUzNUhjV1Zfb0owa21BWVFrUUMxeXNrVTYzekNnejZyTUQxeU1oUl9BcWI2bHd5bkhjZ2hvU2V0WENDUVkxMENyTUlqWW9OcWo0NWEwYU9R0gGWAUFVX3lxTE9ZQ0FUR2NvT3pNOVdIYWItVHhnaWQ3aFh0UmdKT1pWdjFxU1hZVVdMQmhRMWVPeFNfQUN2T3pLT2F2ZzBwWWJPRlRPSjBlQzlKSjJJS3hyaThSWm1zRDl6SnNibTJSeWd5amNzbkZDMnZjcHYzLUk5bWFyeWZmOEtVTjNCRHZxVXdzcDlNQ3hpdWFQb2lvdw?oc=5,google_rss_오픈AI when:2d,234.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,234.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,
