id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason
2222,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, DTW서 AI 통신망 전략 공개…글로벌 표준 전환 속도",skt dtw서 ai 통신망 전략 공개 글로벌 표준 전환 속도,ER 이코노믹리뷰,ER 이코노믹리뷰,"Thu, 25 Jun 2026 02:13:53 GMT","SKT, DTW서 AI 통신망 전략 공개…글로벌 표준 전환 속도 ER 이코노믹리뷰",https://news.google.com/rss/articles/CBMibEFVX3lxTE5Pa1RPZTRJRl9oS1NPUzhKNi10N2RTOXBqWG9nb1BqSTZ2QVpQV09KRDJManNfVFhKYWstMFdvZ3ZsaUdMbF9sWm9aNG5NOUZOMm5BRnNrWFZuT3RkNnE1aVJoNGM1U0pFN2Etbw?oc=5,google_rss_SKT when:2d,324.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+policy_legislation,rumor_or_report,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,324.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,
2256,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SK텔레콤, 글로벌 무대서 'AI 자율 네트워크' 전략 공개",sk텔레콤 글로벌 무대서 ai 자율 네트워크 전략 공개,라이센스뉴스,라이센스뉴스,"Thu, 25 Jun 2026 01:54:05 GMT","SK텔레콤, 글로벌 무대서 'AI 자율 네트워크' 전략 공개 라이센스뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE9PSFhVMUx2SUE1VjUtUnJ0Q1RfVG9EejBJMkJLNlk3eTFtYmhwQ0NZTFpHcWxfTG1IbFdsc3dJRnhhOHNpSmRhc0xGVWxXTUhnV0U0dEU0Ml9mS2ZrOVBnZEdrNHJlNFdJWGVV?oc=5,google_rss_SKT when:2d,324.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+policy_legislation,rumor_or_report,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,324.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,
1973,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 에이전틱AI 커머스 스타트업 '사줘'에 투자…""글로벌 쇼핑 경험 고도화""",네이버 d2sf 에이전틱ai 커머스 스타트업 사줘 에 투자 글로벌 쇼핑 경험 고도화,네이트,네이트,"Thu, 25 Jun 2026 00:48:00 GMT","네이버 D2SF, 에이전틱AI 커머스 스타트업 '사줘'에 투자…""글로벌 쇼핑 경험 고도화"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBSLVpFV2J4dERyVkxqQ0NodnBSZ05nZnNON3BnMEJyZmZVNzBWOHhOVVRwblM0WEJ3eUxvYXlrc3VXMVV1bEk1cmVfU2xmb3FabllV?oc=5,google_rss_네이버 when:2d,322.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,322.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf 에이전틱ai 커머스 스타트업 사줘 에 투자 글로벌 쇼핑 경험 고도화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf 에이전틱ai 커머스 스타트업 사줘 에 투자 글로벌 쇼핑 경험 고도화,comp_domestic_ai_platform,
2261,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"'제2의 대박' 될까…SKT 투자 펭귄솔루션스, 엔비디아 파트너 선정",제2의 대박 될까 skt 투자 펭귄솔루션스 엔비디아 파트너 선정,아이뉴스24,아이뉴스24,"Wed, 24 Jun 2026 06:06:21 GMT","'제2의 대박' 될까…SKT 투자 펭귄솔루션스, 엔비디아 파트너 선정 아이뉴스24",https://news.google.com/rss/articles/CBMiSEFVX3lxTE9EMHNFa2s2SDRGN3g2VW9aV1djOVliU05qX1BqU1E5MkV5XzJuLXZZVmJ4RldnMTdFNmUwVHBtT3dpMThNaEpBTg?oc=5,google_rss_SKT when:2d,319.5,4.0,,,SKT,,,,,,,general,14.0,published_yesterday,general,,general,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,319.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:제2의 대박 될까 skt 투자 펭귄솔루션스 엔비디아 파트너 선정,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:제2의 대박 될까 skt 투자 펭귄솔루션스 엔비디아 파트너 선정,comp_domestic_strategy,
1916,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 해외직구에 AI 더한 '사줘'에 신규 투자",네이버 d2sf 해외직구에 ai 더한 사줘 에 신규 투자,디일렉,디일렉,"Thu, 25 Jun 2026 02:17:54 GMT","네이버 D2SF, 해외직구에 AI 더한 '사줘'에 신규 투자 디일렉",https://news.google.com/rss/articles/CBMiZkFVX3lxTFBHb0NuZU1oamhvazhwdHlRQ25KVkZEWlNHa05iTVZxZ3lPWG9nb0VfUnI2SzNnSF9tTTdURno4WW9EVE1USVhEb1kxVy1LZTl6YjRuNlFKcC1qbXl5ZWVUNnJtUHc3QQ?oc=5,google_rss_네이버 when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf 해외직구에 ai 더한 사줘 에 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf 해외직구에 ai 더한 사줘 에 신규 투자,comp_domestic_ai_platform,
2270,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"'제2의 대박' 될까…SKT 투자 펭귄솔루션스, 엔비디아 파트너 선정",제2의 대박 될까 skt 투자 펭귄솔루션스 엔비디아 파트너 선정,네이트,네이트,"Wed, 24 Jun 2026 06:07:00 GMT","'제2의 대박' 될까…SKT 투자 펭귄솔루션스, 엔비디아 파트너 선정 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1DTXVrY3NNWlNieGJEeURrMU1mTFRMVS1faDhfM19wSk13M1RqSHdoODBtcnN1eU9BQmU1dmVLOFNFc2lwdmVNbElxaEhVZUh1ajBmQ3dsZDhKY2d1TUs5Tw?oc=5,google_rss_SKT when:2d,316.5,4.0,,,SKT,,,,,,,general,14.0,published_yesterday,general,,general,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,316.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:제2의 대박 될까 skt 투자 펭귄솔루션스 엔비디아 파트너 선정,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:제2의 대박 될까 skt 투자 펭귄솔루션스 엔비디아 파트너 선정,comp_domestic_strategy,
2721,경쟁사/해외이슈,경쟁사_해외이슈,구글,AI 검색 광고 시장 1000억 달러 시대 열린다… ChatGPT·구글이 바꾸는 광고 산업의 새로운 질서,ai 검색 광고 시장 1000억 달러 시대 열린다 chatgpt 구글이 바꾸는 광고 산업의 새로운 질서,aimkt.biz,aimkt.biz,"Wed, 24 Jun 2026 00:51:03 GMT",AI 검색 광고 시장 1000억 달러 시대 열린다… ChatGPT·구글이 바꾸는 광고 산업의 새로운 질서 aimkt.biz,https://news.google.com/rss/articles/CBMiswJBVV95cUxQWTJwNmJnSFVyMC1xb0NfR1ZEa2d0S1BqeFhIMjh2Q200RXBFemFwcDU5SWh0b1VUTE50bVMzaUFwU09vVlAyT3pobUlxeVNXbW1JZWlNaldOYkluWENmR1ZxaFU0a2xxUXdoTS1oM0ViNnJqNFFYOUw0T3hIYTdFRDBlNzFENDZYY2FmV01QeW1PQUliVEhnbU5CVW5uWFJabXlsSHVGMUFwTjRBb1Z4aUdZZlNHV3NXM2ZCbjhvcmJEeExpQU5iSW4wMWw0cTNUSUlETk8yT0laa1ptVzkyWm5oU0FIQ0xoRTN0M3FValdaYXFpMDFkR2dHNEVsQi1Ec0xORG9IZ00wVFp4UTBNdHZGeXlDWE9yMG5nck9xNXRSSUF6UGY0U3kyVWRiLUpIYWlN?oc=5,google_rss_구글 AI when:2d,315.5,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,event:구글+오픈AI:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,global,315.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 검색 광고 시장 1000억 달러 시대 열린다 chatgpt 구글이 바꾸는 광고 산업의 새로운 질서,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 검색 광고 시장 1000억 달러 시대 열린다 chatgpt 구글이 바꾸는 광고 산업의 새로운 질서,comp_domestic_ai_platform,
2346,경쟁사/해외이슈,경쟁사_해외이슈,KT,"“AI 도입 비용부터 낮춘다”…KT, AX 체험·현장 검증으로 B2B 공략",ai 도입 비용부터 낮춘다 kt ax 체험 현장 검증으로 b2b 공략,v.daum.net,v.daum.net,"Thu, 25 Jun 2026 00:03:00 GMT","“AI 도입 비용부터 낮춘다”…KT, AX 체험·현장 검증으로 B2B 공략 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBCM0xxdUF0R09NdjdvUDFPM293clJrWU1LZElnSlEzdkNQSlNmWHEyamNtQ3RQd3hHSExsT2ZmMklSZ2R1ZE50TEFEczBVMHM?oc=5,"google_rss_""KT"" when:2d",314.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,314.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,self_filler_reference,
2288,경쟁사/해외이슈,경쟁사_해외이슈,KT,"""AI 도입 비용부터 낮춘다""…KT, AX 체험·현장 검증으로 B2B 공략",ai 도입 비용부터 낮춘다 kt ax 체험 현장 검증으로 b2b 공략,네이트,네이트,"Thu, 25 Jun 2026 00:01:00 GMT","""AI 도입 비용부터 낮춘다""…KT, AX 체험·현장 검증으로 B2B 공략 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5xNUVXS0tYN0NHdlJnTlZiZHJDaTNzMG9mOHlhTHA3NnlQRG5aVFpUSTRaQnZ6VmphdXJvQ2FnS1RQMUlfRE9aZThiQnFPVnhsaHVN?oc=5,google_rss_KT when:2d,314.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,314.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,
2206,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 글로벌 표준 자율 네트워크 전략 공개…AI 기반 운영 고도화",skt 글로벌 표준 자율 네트워크 전략 공개 ai 기반 운영 고도화,아이뉴스24,아이뉴스24,"Thu, 25 Jun 2026 00:57:57 GMT","SKT, 글로벌 표준 자율 네트워크 전략 공개…AI 기반 운영 고도화 아이뉴스24",https://news.google.com/rss/articles/CBMiTEFVX3lxTE9zd082U1llaV9XR1YyWUtkc3VUeGVWZXdpRDVEQ2UtLXEwaF8yM3ZlTGtKamRxYUY3TTBaT3ZlYmUzWXo0Slg1dmRsT2Q?oc=5,google_rss_SKT when:2d,311.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+policy_legislation,rumor_or_report,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,311.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,
2008,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 지멘스와 제조 AX 맞손… “현장형 AI 확산” - 조선비즈",네이버클라우드 지멘스와 제조 ax 맞손 현장형 ai 확산,Chosunbiz,Chosunbiz,"Wed, 24 Jun 2026 06:57:00 GMT","네이버클라우드, 지멘스와 제조 AX 맞손… “현장형 AI 확산” - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxNODA3ZzNMcF9EZWZDSHN6LXNJUXA3UlZXVEpQUC1nN3F1b1pLc2VFcS1reExCUlpqUDlubnljcVltc1J6WURkQ2ZvMXJCbjFiT3c4eERHR2R5ZWkxYmdUQ3JEVk9nSW1naExsaWh5TjQxbDEzNnhMS2FRRVU4WERGc0930gGWAUFVX3lxTE1GelpHdUhjTWdtZHYxZEZQTWtWNWI1R2RTd3FVdmVzZ0tXUEN1TTBPaHpjemUzVVBHRzZQZ0dTY3Rzb0NiN3JYdU1Pd01hYy0tNU9IbE4yb3ZwLUlpcTB0ZmtlM01MY201QXB3WmFJREd2RGk5dEJUSHRQVmZQWEdaZkotVUpBbkw2OU1FTmpaWEpLeEFxdw?oc=5,google_rss_네이버 AI when:2d,310.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,310.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 지멘스와 제조 ax 맞손 현장형 ai 확산,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 지멘스와 제조 ax 맞손 현장형 ai 확산,comp_domestic_ai_platform,
2066,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버클라우드·한국지멘스 맞손…제조업 AI 전환 가속,네이버클라우드 한국지멘스 맞손 제조업 ai 전환 가속,MSN,MSN,"Wed, 24 Jun 2026 06:05:06 GMT",네이버클라우드·한국지멘스 맞손…제조업 AI 전환 가속 MSN,https://news.google.com/rss/articles/CBMi5AJBVV95cUxONkc3NHNmdnJLYmJDRmlnQ2RzR3U1OXhpSmVwMEItdmhxMUxqcnBDV2JDS2RadHpkRDRLbEpEYmlpSWJTb1NTRjVFUHZrakhsdkJCanViQVV1RmlocU0xUEZQVVhPejc5T0VGVmdfdTBOdExUOWV4c1FCcURHYmdONHA5SE5mdjF2NFhZS0phTnZxdzRROHZRVF9oeUFZUjNXbzRMQ2JGU3ZhZWRMWFF1d2pxUE1DdHhJVDZyelN0RG0yMm83bjlqNnd6X2VuWUVsZWFOdFI3dFNmTHh1TThBc3RvckxQSzZsSFUwT08wYUx3QncyMGx0c2lFeDBnTWlUM1dITXNfMUZkSFFaam85cWRha3RoNHNVTE1PdTRLaW9Ka0lJemV1QzBOSS1LaXZpbUJsbW5icWFoTjdLOHdvNHM2alliQkczTVpkMHl2YTBHd1JnMEx1emhLbE9WWWpLVDlmaQ?oc=5,google_rss_네이버 규제 when:2d,310.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,310.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 한국지멘스 맞손 제조업 ai 전환 가속,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 한국지멘스 맞손 제조업 ai 전환 가속,comp_domestic_ai_platform,
2224,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 글로벌 표준 기반 AI 자율 네트워크 전략 공개…통신 AX 가속",skt 글로벌 표준 기반 ai 자율 네트워크 전략 공개 통신 ax 가속,이지경제,이지경제,"Thu, 25 Jun 2026 02:04:18 GMT","SKT, 글로벌 표준 기반 AI 자율 네트워크 전략 공개…통신 AX 가속 이지경제",https://news.google.com/rss/articles/CBMibkFVX3lxTE51Z0RQTEhDZFRtQTlyN0VHZTBBQkNwcHlhZ09rbXBfcHhBeXRpSkYwaFhCNG1HY1o1MDlSa2o5akVuQ05sT1hhUHVLNjBMVjFBMUp4Y3N1ZUlOeTJiaFlzcV9TNHRSSDJ5TktNT1Bn?oc=5,google_rss_SKT when:2d,308.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+policy_legislation,rumor_or_report,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,308.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,
2253,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SK텔레콤, AI가 스스로 운영하는 네트워크 시대 연다… 글로벌 표준 전략 공개",sk텔레콤 ai가 스스로 운영하는 네트워크 시대 연다 글로벌 표준 전략 공개,리드경제,리드경제,"Thu, 25 Jun 2026 00:58:43 GMT","SK텔레콤, AI가 스스로 운영하는 네트워크 시대 연다… 글로벌 표준 전략 공개 리드경제",https://news.google.com/rss/articles/CBMib0FVX3lxTE1pb1dqWkJHTjl1eHdzYWxOR29mWWtwbkVBbzFiNnRQUHhWTlJfMjVwRzAzWUpkZkRfLWpNZElmQkRYY3NoRXdfR3otNU1YcDl5RXJmemFEYUlzU3dybmhna01TbnA1Y3U5R1F0MzFZMA?oc=5,google_rss_SKT when:2d,308.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+policy_legislation,rumor_or_report,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,308.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,
1966,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 해외 쇼핑 자동화 스타트업 '사줘' 투자",네이버 d2sf 해외 쇼핑 자동화 스타트업 사줘 투자,네이트,네이트,"Thu, 25 Jun 2026 02:04:00 GMT","네이버 D2SF, 해외 쇼핑 자동화 스타트업 '사줘' 투자 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9NTmJ6U0YxRlFxNnJ2SEFuajNUODRxNXltOGk1VnhyMXVFc3J4cTAwZlhieVlGNEJ3eU1kbDRMQmxDZ3haSTVIeFc4TWpuT250VTZv?oc=5,google_rss_네이버 when:2d,306.5,6.5,,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,306.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 d2sf 해외 쇼핑 자동화 스타트업 사줘 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 d2sf 해외 쇼핑 자동화 스타트업 사줘 투자,comp_domestic_finance_commerce,
