검색어,기사제목,발행기관,기사 전체 내용,발행일시,링크
쿠팡,쿠팡이츠 일반회원 무료배달 프로모션에…“점주에 비용 전가” 반발 - 한겨레,한겨레,"<a href=""https://news.google.com/rss/articles/CBMickFVX3lxTFBKc3VnQmh0dDJSYTRpQWNNRFp4U2ZVZ2FCUkdjSlFFcjB6MFhQR05PTy1ua25WY3Q0WFRQa0FkV1BzajczZWtfR3ZKMFBnTEdXY3lHUTh1SzdHR3ExckhXMmlFNjJCMVdMd3llVlZtS09NQQ?oc=5"" target=""_blank"">쿠팡이츠 일반회원 무료배달 프로모션에…“점주에 비용 전가” 반발</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font>",2026-05-22 02:52,https://news.google.com/rss/articles/CBMickFVX3lxTFBKc3VnQmh0dDJSYTRpQWNNRFp4U2ZVZ2FCUkdjSlFFcjB6MFhQR05PTy1ua25WY3Q0WFRQa0FkV1BzajczZWtfR3ZKMFBnTEdXY3lHUTh1SzdHR3ExckhXMmlFNjJCMVdMd3llVlZtS09NQQ?oc=5
쿠팡,공정위 심사 앞둔 쿠팡…쿠팡이츠 무료배달 한시적 확대 두고 ‘시끌’ - 디지털데일리,디지털데일리,"<a href=""https://news.google.com/rss/articles/CBMiZEFVX3lxTE1WMU93U21lZUNIZktDYjI4RThXUlNfNnpZTElHWEZ3SWJUUlBmOF9MUzAtOHhqVHRFZ3ctV3o2NlNua1dEMWVWWS0xNW9ibVN3SnY1WUpHR0FLVksyLTF3Y2pUMzk?oc=5"" target=""_blank"">공정위 심사 앞둔 쿠팡…쿠팡이츠 무료배달 한시적 확대 두고 ‘시끌’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">디지털데일리</font>",2026-05-21 23:57,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1WMU93U21lZUNIZktDYjI4RThXUlNfNnpZTElHWEZ3SWJUUlBmOF9MUzAtOHhqVHRFZ3ctV3o2NlNua1dEMWVWWS0xNW9ibVN3SnY1WUpHR0FLVksyLTF3Y2pUMzk?oc=5
쿠팡,"쿠팡이츠 ‘무료배달 0원’ 승부수…혜택인가, 비용 전가의 시작인가 - mstoday.co.kr",mstoday.co.kr,"<a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTFBtTmt0V0xqcXVwak5MQW1HV2VFSGgzaGN5RC1INVU1SnQxaWwtWmZ2c285Qy1SbXpxelVSXzNONTR6cG10MGRpTlVxZXhRMGZ2bWR4WWgwMWZFcVB1aEJwMjl2VE1PbThFZXgwZg?oc=5"" target=""_blank"">쿠팡이츠 ‘무료배달 0원’ 승부수…혜택인가, 비용 전가의 시작인가</a>&nbsp;&nbsp;<font color=""#6f6f6f"">mstoday.co.kr</font>",2026-05-22 06:35,https://news.google.com/rss/articles/CBMibEFVX3lxTFBtTmt0V0xqcXVwak5MQW1HV2VFSGgzaGN5RC1INVU1SnQxaWwtWmZ2c285Qy1SbXpxelVSXzNONTR6cG10MGRpTlVxZXhRMGZ2bWR4WWgwMWZFcVB1aEJwMjl2VE1PbThFZXgwZg?oc=5
쿠팡,소상공인 “쿠팡이츠 ‘무료 배달’ 비용 전가 우려” - v.daum.net,v.daum.net,"<a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE5FS0puN0pnYllobGlwSkc5WTlBTTN6WjUwcmhjWGNtd2xmX1h1ME82dk9iX3BjOUZwcG9PTFFhTmpMZXRjZm1ta1F1d2oxLUE?oc=5"" target=""_blank"">소상공인 “쿠팡이츠 ‘무료 배달’ 비용 전가 우려”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">v.daum.net</font>",2026-05-22 03:33,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5FS0puN0pnYllobGlwSkc5WTlBTTN6WjUwcmhjWGNtd2xmX1h1ME82dk9iX3BjOUZwcG9PTFFhTmpMZXRjZm1ta1F1d2oxLUE?oc=5
쿠팡,‘배달비 0원’ 선언 쿠팡이츠에…자영업자·라이더 “소상인 쥐어짜나?” - 문화일보,문화일보,"<a href=""https://news.google.com/rss/articles/CBMiUEFVX3lxTE15QzBhU2lscURRQm9DMHp0dUhSMmFaaHo0TlNsNnY2Mzc2a1dQSmVqbnhoWUN1c3EweDNFZ1Z5UFNPbUJyeVNpcWlSVkFFWDNF?oc=5"" target=""_blank"">‘배달비 0원’ 선언 쿠팡이츠에…자영업자·라이더 “소상인 쥐어짜나?”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">문화일보</font>",2026-05-22 01:37,https://news.google.com/rss/articles/CBMiUEFVX3lxTE15QzBhU2lscURRQm9DMHp0dUhSMmFaaHo0TlNsNnY2Mzc2a1dQSmVqbnhoWUN1c3EweDNFZ1Z5UFNPbUJyeVNpcWlSVkFFWDNF?oc=5
쿠팡,"[초첨] 무료배달 확대, 소비 활성화 vs 플랫폼 종속… 쿠팡이츠 프로모션 논란 - 뉴시안",뉴시안,"<a href=""https://news.google.com/rss/articles/CBMiakFVX3lxTE9XV183MUdfNnZFZlkyOHZ0eWlWYTZUMDZrQjBsdzRyd0JmanZHWHhfeUxZWFZ3Q1c2QmE0Wk1mdkpGYTdlTjhJSXp3YnN0TURCaW55Zzk2bDBRRmxQUTEwcjFDajdzR2k0aWfSAW5BVV95cUxPaXh4ckRvR2xVRlVjT3EzVVIwZ3Roc0ZOMERlUzdZUUNiOThDd1JQODl1d2h4aDEyQzhreFlqZnlKanpRVFNPOHYzUl9GSktPUkN6OWQ2MkM3NmtLS0Z1NTIxbXNmd1FpYXdlNDVQUQ?oc=5"" target=""_blank"">[초첨] 무료배달 확대, 소비 활성화 vs 플랫폼 종속… 쿠팡이츠 프로모션 논란</a>&nbsp;&nbsp;<font color=""#6f6f6f"">뉴시안</font>",2026-05-22 03:04,https://news.google.com/rss/articles/CBMiakFVX3lxTE9XV183MUdfNnZFZlkyOHZ0eWlWYTZUMDZrQjBsdzRyd0JmanZHWHhfeUxZWFZ3Q1c2QmE0Wk1mdkpGYTdlTjhJSXp3YnN0TURCaW55Zzk2bDBRRmxQUTEwcjFDajdzR2k0aWfSAW5BVV95cUxPaXh4ckRvR2xVRlVjT3EzVVIwZ3Roc0ZOMERlUzdZUUNiOThDd1JQODl1d2h4aDEyQzhreFlqZnlKanpRVFNPOHYzUl9GSktPUkN6OWQ2MkM3NmtLS0Z1NTIxbXNmd1FpYXdlNDVQUQ?oc=5
쿠팡,"쿠팡이츠, 배달비 무료 혜택 한시 운영… ""추가 비용 전가 없다"" | - 한스경제",한스경제,"<a href=""https://news.google.com/rss/articles/CBMib0FVX3lxTE9Majc5NkN0Uks4ZlhHdjdKRFJ5NjFMM0dDYXpzLWtnSzAyVFRGZ29SNmRDQ2h5dWZwb3MyM2pqX0RTakdCcVltZTBCV3ZSQjJFS1ptUUk2M1JhOG9RV2tCaEZlZUxWWU9OR05pZjluVQ?oc=5"" target=""_blank"">쿠팡이츠, 배달비 무료 혜택 한시 운영… ""추가 비용 전가 없다"" |</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한스경제</font>",2026-05-22 06:24,https://news.google.com/rss/articles/CBMib0FVX3lxTE9Majc5NkN0Uks4ZlhHdjdKRFJ5NjFMM0dDYXpzLWtnSzAyVFRGZ29SNmRDQ2h5dWZwb3MyM2pqX0RTakdCcVltZTBCV3ZSQjJFS1ptUUk2M1JhOG9RV2tCaEZlZUxWWU9OR05pZjluVQ?oc=5
쿠팡,"소상공인단체, ‘쿠팡이츠 무료배달 확대’ 중단 촉구 - mstoday.co.kr",mstoday.co.kr,"<a href=""https://news.google.com/rss/articles/CBMibkFVX3lxTFBqXzkxMV9UU3pxcC16eFJZR0szYzNLTERsdVlQalExd21feE5nWlpnQVdaemxJaXgxelRIczFiV1ZRSGJkamhmN093aXRoYW9YZlJENERLQlBPOXJWT3dWYXlWSVFXTk5mVlotVWZB?oc=5"" target=""_blank"">소상공인단체, ‘쿠팡이츠 무료배달 확대’ 중단 촉구</a>&nbsp;&nbsp;<font color=""#6f6f6f"">mstoday.co.kr</font>",2026-05-22 03:13,https://news.google.com/rss/articles/CBMibkFVX3lxTFBqXzkxMV9UU3pxcC16eFJZR0szYzNLTERsdVlQalExd21feE5nWlpnQVdaemxJaXgxelRIczFiV1ZRSGJkamhmN093aXRoYW9YZlJENERLQlBPOXJWT3dWYXlWSVFXTk5mVlotVWZB?oc=5
쿠팡,소상공인 단체들 “쿠팡이츠 ‘무료 배달’ 비용 전가 우려”…쿠팡이츠 “추가 부담 없어” - KBS 뉴스,KBS 뉴스,"<a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTFBxQXhwaS1HX1BHRTZYbExxaFBHeEJqVU9pTUVoTW04dlJaNDRiLVpzSDRfZ3NIY0JjcGFlZkpfSk1WRmh5WDFDbnZ1TkhtVEVSWEpxSnRfd1c3QkU?oc=5"" target=""_blank"">소상공인 단체들 “쿠팡이츠 ‘무료 배달’ 비용 전가 우려”…쿠팡이츠 “추가 부담 없어”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KBS 뉴스</font>",2026-05-22 01:25,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBxQXhwaS1HX1BHRTZYbExxaFBHeEJqVU9pTUVoTW04dlJaNDRiLVpzSDRfZ3NIY0JjcGFlZkpfSk1WRmh5WDFDbnZ1TkhtVEVSWEpxSnRfd1c3QkU?oc=5
쿠팡,쿠팡이츠 일반회원 무료배달 프로모션... 소비자·업주단체 입장 엇갈려 - 녹색경제신문,녹색경제신문,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE1WbUt3R2MwRno2QWdCOWlmaWFuWGRWd3VPVnZJMHhCTzBRVzJrQXNiYzVFQ0hDVE00ODZaaXYyUVRRbEdtdUJnUkxFUnRGR3QzeHMzTjY1d2xpaXpVNHVXWF8tYzlPU2dT?oc=5"" target=""_blank"">쿠팡이츠 일반회원 무료배달 프로모션... 소비자·업주단체 입장 엇갈려</a>&nbsp;&nbsp;<font color=""#6f6f6f"">녹색경제신문</font>",2026-05-22 03:25,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1WbUt3R2MwRno2QWdCOWlmaWFuWGRWd3VPVnZJMHhCTzBRVzJrQXNiYzVFQ0hDVE00ODZaaXYyUVRRbEdtdUJnUkxFUnRGR3QzeHMzTjY1d2xpaXpVNHVXWF8tYzlPU2dT?oc=5
쿠팡,과징금 대신 마케팅 총공세?…쿠팡이츠 ‘무료배달’ 둘러싼 엇갈린 시선 - 블로터,블로터,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE5PdTd6dVU4Y1ZzYUJVTElwQnhXcWdSdi1PVjRvOEpmclBZSEZjSF9yWGhzX2ozVnJkY2pxT2E1aDEyT1pDMExNMHlNSWdKaWJvZU9lQ0J4MVZldlNyM0xCeFprWEx5bzFQ0gFsQVVfeXFMUGwzS0lsTjBuVEFFRTY3Ml8zSG9tamo0ZjBBeUZqX0s0enU4MkVqMW9MRjdhblZVTlBzVjMwU05rejFLakZ4RjBQaFozQy1YTk00U2VEZi1pSnlULXJ3MmFSVWlTUHFwRmF3OW1Y?oc=5"" target=""_blank"">과징금 대신 마케팅 총공세?…쿠팡이츠 ‘무료배달’ 둘러싼 엇갈린 시선</a>&nbsp;&nbsp;<font color=""#6f6f6f"">블로터</font>",2026-05-22 07:23,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5PdTd6dVU4Y1ZzYUJVTElwQnhXcWdSdi1PVjRvOEpmclBZSEZjSF9yWGhzX2ozVnJkY2pxT2E1aDEyT1pDMExNMHlNSWdKaWJvZU9lQ0J4MVZldlNyM0xCeFprWEx5bzFQ0gFsQVVfeXFMUGwzS0lsTjBuVEFFRTY3Ml8zSG9tamo0ZjBBeUZqX0s0enU4MkVqMW9MRjdhblZVTlBzVjMwU05rejFLakZ4RjBQaFozQy1YTk00U2VEZi1pSnlULXJ3MmFSVWlTUHFwRmF3OW1Y?oc=5
쿠팡,"쿠팡이츠 ""일반회원 무료배달 프로모션, 업주 추가 비용 없다"" - 뉴스1",뉴스1,"<a href=""https://news.google.com/rss/articles/CBMiX0FVX3lxTE9BaDgydjh4dXhvRWpIb2pyM0xOYTNRT0NqR1VJX3FGT081aTIwNDJwd2ZpcE9PZ01QNjZLM19vMEdZaUZUZHlJR2dBY1NBRm9SaTlHbXpTN0RZelBONjdB?oc=5"" target=""_blank"">쿠팡이츠 ""일반회원 무료배달 프로모션, 업주 추가 비용 없다""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">뉴스1</font>",2026-05-22 03:46,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9BaDgydjh4dXhvRWpIb2pyM0xOYTNRT0NqR1VJX3FGT081aTIwNDJwd2ZpcE9PZ01QNjZLM19vMEdZaUZUZHlJR2dBY1NBRm9SaTlHbXpTN0RZelBONjdB?oc=5
쿠팡,"[보도자료] 쿠팡, 헤어∙바디 상품 기획전 “산뜻한 여름 준비하세요” - 쿠팡 뉴스룸",쿠팡 뉴스룸,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE1KRUx6SHJibHVqa1R0YUdtUlBHbmo1U2VCc2hBeWs1clQxZG1oTnZwUjNJMU9iX2Z1YXEzY1o0d19fejdfaXJSbXdNeVljV3RURnc?oc=5"" target=""_blank"">[보도자료] 쿠팡, 헤어∙바디 상품 기획전 “산뜻한 여름 준비하세요”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">쿠팡 뉴스룸</font>",2026-05-22 00:42,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1KRUx6SHJibHVqa1R0YUdtUlBHbmo1U2VCc2hBeWs1clQxZG1oTnZwUjNJMU9iX2Z1YXEzY1o0d19fejdfaXJSbXdNeVljV3RURnc?oc=5
쿠팡,"쿠팡이츠, 배달비 0원 프로모션 논란에 반박…“회사가 전액 부담, 업주 매출은 98% 증가” - v.daum.net",v.daum.net,"<a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTFBxZktGWGhNdXBzcGhuWW9Id0VYR0hSekZxakJfMC1GLWlKNGtBRkF1cm5WTU1CeExlTVRnTWVPWUROYmlEcEpBSFk2aFdyZ2M?oc=5"" target=""_blank"">쿠팡이츠, 배달비 0원 프로모션 논란에 반박…“회사가 전액 부담, 업주 매출은 98% 증가”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">v.daum.net</font>",2026-05-22 06:23,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBxZktGWGhNdXBzcGhuWW9Id0VYR0hSekZxakJfMC1GLWlKNGtBRkF1cm5WTU1CeExlTVRnTWVPWUROYmlEcEpBSFk2aFdyZ2M?oc=5
쿠팡,소비자단체 이어 소상공인단체도 ‘쿠팡이츠 무료배달 확대’ 비판 - 경향신문,경향신문,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTFBMeDlvZ0FTdmJpdzFfU1g3QXJBYUFPNHpZRGxndWREb08yVlYwMzhlaEg2T0VPcEFjdnduQ1l4REVDNkRRVElEU0tNd0tPLV9JWm1QVmRwZFNFZ9IBX0FVX3lxTE9aWDJ3LWtlM2pWTlkzbzdJQzZQRDR1MVdZZ0dSMVVobzNQZ0VrT2tWaDRrbXhKMWI0Yll0djhpUnBKeGh5bV9HM1FkeFBhNFJwYUdHS3JoeFFVYjJtNFFB?oc=5"" target=""_blank"">소비자단체 이어 소상공인단체도 ‘쿠팡이츠 무료배달 확대’ 비판</a>&nbsp;&nbsp;<font color=""#6f6f6f"">경향신문</font>",2026-05-22 00:23,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBMeDlvZ0FTdmJpdzFfU1g3QXJBYUFPNHpZRGxndWREb08yVlYwMzhlaEg2T0VPcEFjdnduQ1l4REVDNkRRVElEU0tNd0tPLV9JWm1QVmRwZFNFZ9IBX0FVX3lxTE9aWDJ3LWtlM2pWTlkzbzdJQzZQRDR1MVdZZ0dSMVVobzNQZ0VrT2tWaDRrbXhKMWI0Yll0djhpUnBKeGh5bV9HM1FkeFBhNFJwYUdHS3JoeFFVYjJtNFFB?oc=5
쿠팡,"소상공인단체 ""쿠팡이츠 무료배달 확대, 수수료 노예 전락할 것"" - 뉴스1",뉴스1,"<a href=""https://news.google.com/rss/articles/CBMiXEFVX3lxTFBETVo3SmtuajhpaDkxV2UxdWkycDlRYkRZSDNvWW1mcmdmOS1hc1hCUXZaaTJSY3haQ1hTalJwbWFNWllydDhfd1NSVDRKbExZSENIRWZwSDhfNHhD?oc=5"" target=""_blank"">소상공인단체 ""쿠팡이츠 무료배달 확대, 수수료 노예 전락할 것""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">뉴스1</font>",2026-05-22 01:39,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBETVo3SmtuajhpaDkxV2UxdWkycDlRYkRZSDNvWW1mcmdmOS1hc1hCUXZaaTJSY3haQ1hTalJwbWFNWllydDhfd1NSVDRKbExZSENIRWZwSDhfNHhD?oc=5
쿠팡,"쿠팡이츠 ""무료배달 확대 비용 업주 전가 없다"" - 청년일보",청년일보,"<a href=""https://news.google.com/rss/articles/CBMiakFVX3lxTE8yc0JqT0RsRXRBQXRLLWp0bWVrUlZqWUl0X2ZSSU9ySEhrb2hpeVB1UHNFMF9DSkk5aWExOTdiWW9mY0VoM2NUREJJNE96ckhZejc4VTgtQ2o2ZFVzd05FU3dOU3ZEWkJWdkE?oc=5"" target=""_blank"">쿠팡이츠 ""무료배달 확대 비용 업주 전가 없다""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">청년일보</font>",2026-05-22 07:37,https://news.google.com/rss/articles/CBMiakFVX3lxTE8yc0JqT0RsRXRBQXRLLWp0bWVrUlZqWUl0X2ZSSU9ySEhrb2hpeVB1UHNFMF9DSkk5aWExOTdiWW9mY0VoM2NUREJJNE96ckhZejc4VTgtQ2o2ZFVzd05FU3dOU3ZEWkJWdkE?oc=5
쿠팡,'무료배달 출혈경쟁' 끝에는…배민-쿠팡이츠 모두 중단? - 머니투데이 - 머니투데이,머니투데이,"<a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTE5acnFmRWZqNUxCcXlhY2pUek03bmFuS0E4d0hhM0dtdDFtTi10am0ydXFvWFRHSFJHT1M0VW1JbUJGQkIzem53UmRYVkFWRGhWLWN3c3dsaHZodWozdW1xcFZmYTNyRkNNUEptOdIBbEFVX3lxTE5acnFmRWZqNUxCcXlhY2pUek03bmFuS0E4d0hhM0dtdDFtTi10am0ydXFvWFRHSFJHT1M0VW1JbUJGQkIzem53UmRYVkFWRGhWLWN3c3dsaHZodWozdW1xcFZmYTNyRkNNUEptOQ?oc=5"" target=""_blank"">'무료배달 출혈경쟁' 끝에는…배민-쿠팡이츠 모두 중단? - 머니투데이</a>&nbsp;&nbsp;<font color=""#6f6f6f"">머니투데이</font>",2026-05-22 02:34,https://news.google.com/rss/articles/CBMibEFVX3lxTE5acnFmRWZqNUxCcXlhY2pUek03bmFuS0E4d0hhM0dtdDFtTi10am0ydXFvWFRHSFJHT1M0VW1JbUJGQkIzem53UmRYVkFWRGhWLWN3c3dsaHZodWozdW1xcFZmYTNyRkNNUEptOdIBbEFVX3lxTE5acnFmRWZqNUxCcXlhY2pUek03bmFuS0E4d0hhM0dtdDFtTi10am0ydXFvWFRHSFJHT1M0VW1JbUJGQkIzem53UmRYVkFWRGhWLWN3c3dsaHZodWozdW1xcFZmYTNyRkNNUEptOQ?oc=5
쿠팡,"쿠팡이츠·대한사회복지회, MOU 체결…‘We대한가게’ 참여 매장 홍보 협력 - 파이낸스투데이",파이낸스투데이,"<a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTE1zbnNUY0FNdXI5Z1dTeEJRMk9BaGFBeXVZVDVES19oRDhlOFhaQWFqSjRFWHRMVFJ4bEJpZF9sTGdBalJhMm8tb1RTUWhoeEFpTFhUMmphaHp0THhGTHVjYVJ1UllqMWFERHh1NQ?oc=5"" target=""_blank"">쿠팡이츠·대한사회복지회, MOU 체결…‘We대한가게’ 참여 매장 홍보 협력</a>&nbsp;&nbsp;<font color=""#6f6f6f"">파이낸스투데이</font>",2026-05-22 06:24,https://news.google.com/rss/articles/CBMibEFVX3lxTE1zbnNUY0FNdXI5Z1dTeEJRMk9BaGFBeXVZVDVES19oRDhlOFhaQWFqSjRFWHRMVFJ4bEJpZF9sTGdBalJhMm8tb1RTUWhoeEFpTFhUMmphaHp0THhGTHVjYVJ1UllqMWFERHh1NQ?oc=5
쿠팡,"쿠팡이츠, 여름 한정 ‘배달비 0원’ 프로모션…“입점업체 부담 전혀 없어” - BBS불교방송",BBS불교방송,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTFB0YUpXWnhkVzBzNHA1ZkIwYmJfUlYyb0NLUzVkYnhSeENzVHVjMnlkR2E0YTlsU3ppVWJ5S1o3YW13VXZ6Rl9kakQteUhsdjRJR0lVNHFQSGFSUlhQM2xDb2Z4cjdZeFM3M0hr?oc=5"" target=""_blank"">쿠팡이츠, 여름 한정 ‘배달비 0원’ 프로모션…“입점업체 부담 전혀 없어”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBS불교방송</font>",2026-05-22 02:16,https://news.google.com/rss/articles/CBMia0FVX3lxTFB0YUpXWnhkVzBzNHA1ZkIwYmJfUlYyb0NLUzVkYnhSeENzVHVjMnlkR2E0YTlsU3ppVWJ5S1o3YW13VXZ6Rl9kakQteUhsdjRJR0lVNHFQSGFSUlhQM2xDb2Z4cjdZeFM3M0hr?oc=5
쿠팡,"더불어민주당 을지로위 “비용 전가 기만행위” vs 쿠팡이츠, “전액 부담으로 입점 업체 전가 없어” - 퍼블릭뉴스통신",퍼블릭뉴스통신,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTFBCRTBON3N5NGwzcHM2STQxWWIteWctcUxBTU9jOG5OTlVhVVIyRGt0VDBLcnJIejVzUEgxWVg4aFNsVU9yWm1wRVZlQjdJWjNkZ3k5MEhmLThHZjRjTXZ0RF9neV9ER1VRM3BV?oc=5"" target=""_blank"">더불어민주당 을지로위 “비용 전가 기만행위” vs 쿠팡이츠, “전액 부담으로 입점 업체 전가 없어”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">퍼블릭뉴스통신</font>",2026-05-22 07:33,https://news.google.com/rss/articles/CBMia0FVX3lxTFBCRTBON3N5NGwzcHM2STQxWWIteWctcUxBTU9jOG5OTlVhVVIyRGt0VDBLcnJIejVzUEgxWVg4aFNsVU9yWm1wRVZlQjdJWjNkZ3k5MEhmLThHZjRjTXZ0RF9neV9ER1VRM3BV?oc=5
쿠팡,"나눔비타민, 쿠팡이츠와 ‘희망보탬가게’ MOU... 나비얌 참여 가게 알린다 - 파이낸셜리뷰",파이낸셜리뷰,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE5qZGQ2aWRzR3dlbmtzWktfU2FYb3NwSnRRd1NEOXpSdk00YjZucWNIUWZfTk5RdldSRnFIXzBxWGd0U3R6QUgwazc1bXNKTU5WYldqZGR6N3lUWW5xQy1zOUVEZGRkMnF1VHRORlJnQ1dYZmxu?oc=5"" target=""_blank"">나눔비타민, 쿠팡이츠와 ‘희망보탬가게’ MOU... 나비얌 참여 가게 알린다</a>&nbsp;&nbsp;<font color=""#6f6f6f"">파이낸셜리뷰</font>",2026-05-22 06:51,https://news.google.com/rss/articles/CBMidEFVX3lxTE5qZGQ2aWRzR3dlbmtzWktfU2FYb3NwSnRRd1NEOXpSdk00YjZucWNIUWZfTk5RdldSRnFIXzBxWGd0U3R6QUgwazc1bXNKTU5WYldqZGR6N3lUWW5xQy1zOUVEZGRkMnF1VHRORlJnQ1dYZmxu?oc=5
쿠팡,"""쿠팡플레이 잡아라""…티빙, 광고형 무료 요금제 나오나 - ebn.co.kr",ebn.co.kr,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE56dG52LThVeVhmVnZuV0IxUV9XRFR3U3Qzd1ZwMW92R3ZrcWF3cEQzMzZZdjFZUkx5djNJNEIwWXdrWTdTQmt5OGJTT29jQ1dwTHN1bHlzalpiSGZPNHlPSHlJUnRIRGNR?oc=5"" target=""_blank"">""쿠팡플레이 잡아라""…티빙, 광고형 무료 요금제 나오나</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ebn.co.kr</font>",2026-05-22 06:29,https://news.google.com/rss/articles/CBMiaEFVX3lxTE56dG52LThVeVhmVnZuV0IxUV9XRFR3U3Qzd1ZwMW92R3ZrcWF3cEQzMzZZdjFZUkx5djNJNEIwWXdrWTdTQmt5OGJTT29jQ1dwTHN1bHlzalpiSGZPNHlPSHlJUnRIRGNR?oc=5
쿠팡,"[이슈] 소상공인단체 ""쿠팡이츠 무료배달 반발""...쿠팡 ""비용 전가 사실 아냐"" - 오늘경제",오늘경제,"<a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTE1YdG0zZU1ia2xaQ21kelRlbEZpbEtGckQtZzJlNk1tNEVTYXkxeEltSDlGcjdsR1NjNUMxWEZOYVFweFJYTHFLNmdzS2xaYjZBc1hqMUhDY2lWU000a3AzdTVmcEJjcVRoZzN1VklRM3VobnM?oc=5"" target=""_blank"">[이슈] 소상공인단체 ""쿠팡이츠 무료배달 반발""...쿠팡 ""비용 전가 사실 아냐""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">오늘경제</font>",2026-05-22 04:14,https://news.google.com/rss/articles/CBMic0FVX3lxTE1YdG0zZU1ia2xaQ21kelRlbEZpbEtGckQtZzJlNk1tNEVTYXkxeEltSDlGcjdsR1NjNUMxWEZOYVFweFJYTHFLNmdzS2xaYjZBc1hqMUhDY2lWU000a3AzdTVmcEJjcVRoZzN1VklRM3VobnM?oc=5
쿠팡,"쿠팡, 여름 맞이 ‘써머 퍼스널 케어’ 기획전…최대 3,500개 상품 할인 - BBS불교방송",BBS불교방송,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE5Ka3lTMFRjSHRmc1FpSjRacndOSWFzUEVpNUIzQkJycl9SU0p1SVo2Y1VvWktsUFcwUEQ4MEE0cjVabEY5aXg2blN1MTZvd19wdkQyalRYSzFURDI5WW9VeWd2MXhneWdCeThB?oc=5"" target=""_blank"">쿠팡, 여름 맞이 ‘써머 퍼스널 케어’ 기획전…최대 3,500개 상품 할인</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBS불교방송</font>",2026-05-22 01:53,https://news.google.com/rss/articles/CBMia0FVX3lxTE5Ka3lTMFRjSHRmc1FpSjRacndOSWFzUEVpNUIzQkJycl9SU0p1SVo2Y1VvWktsUFcwUEQ4MEE0cjVabEY5aXg2blN1MTZvd19wdkQyalRYSzFURDI5WW9VeWd2MXhneWdCeThB?oc=5
