id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,랭킹원점수,편집신호,스토리버킷,강제검토,강제검토사유
1692,경쟁사/해외이슈,경쟁사_해외이슈,MS,"MS, 애플 맥미니에 반격…엔비디아 손잡고 AI용 PC 공개",ms 애플 맥미니에 반격 엔비디아 손잡고 ai용 pc 공개,모바일한경,모바일한경,"Tue, 02 Jun 2026 19:02:55 GMT","MS, 애플 맥미니에 반격…엔비디아 손잡고 AI용 PC 공개 모바일한경",https://news.google.com/rss/articles/CBMif0FVX3lxTE9NQi1uYjMzVi1JeHFVVm1ERnBDQ1pXYlhEOTV0MHRDRl9MVWRQTXI5VG0tZDN3RkVlU3VTRXV1MGdQUDYxNjNWYVkxR0d0Z2FEMUdfdmRxN2hpWU5EazRzdFYtaXYyUjhDNTF0Y014YVc4N1hzQ0N4MS1WVlRuVDQ?oc=5,"google_rss_""MS"" when:1d",-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,애플,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1752,경쟁사/해외이슈,경쟁사_해외이슈,메타,"삼성전자, 메타 제치고 글로벌 시총 10위…AI 반도체 호황이 이끌었다",삼성전자 메타 제치고 글로벌 시총 10위 ai 반도체 호황이 이끌었다,시애틀코리안데일리,시애틀코리안데일리,"Tue, 02 Jun 2026 16:06:24 GMT","삼성전자, 메타 제치고 글로벌 시총 10위…AI 반도체 호황이 이끌었다 시애틀코리안데일리",https://news.google.com/rss/articles/CBMicEFVX3lxTE5kN0praUNYZHN3QVpMVzNybEY4MDNneDFRdm1IQzNIc0QzdDNMNDl0THB2UkdOVDN5RWNZTS0xLVRpZGhXcUI2OFMzdGdqVElUMVVaaUhaLUhjVWNQdXFWOHZFdnc5enpKNFotNTVYZkLSAXNBVV95cUxQRkpnakNZLXBVQnMtM3JOa0hsSERxTGNCcFloWWJDV2NnaTQ2UFFKX0hoSUZtRUNhc2tiaE91bi11TlN4bWNBa2MwOFY1VkhQeGtfaGdQRVFPWWJBYmRWX2VhWjhqa0ZDWjc1X3c0OW8wdi1V?oc=5,google_rss_메타 when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,메타,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1788,경쟁사/해외이슈,경쟁사_해외이슈,메타,META 주가는 주요 MA-20 저항선인 $629.93 아래에 머물며 하락세를 보임: 주간 전망,meta 주가는 주요 ma 20 저항선인 629 93 아래에 머물며 하락세를 보임 주간 전망,Traders Union,Traders Union,"Tue, 02 Jun 2026 15:09:37 GMT",META 주가는 주요 MA-20 저항선인 $629.93 아래에 머물며 하락세를 보임: 주간 전망 Traders Union,https://news.google.com/rss/articles/CBMiogFBVV95cUxNRW5RNGt4bGh2cnBXU0ZNYmNuRjN5N2xTSklRQjZLTDhlT2stZHRRbXlJZkpiQS1FQUJxM1Q1Smt6M01Qd2dFVlo2bnQwSFFycWxkZDY4eEx3TjhEbGZ6SWxSamROYTJVV05SNFU3VEdNTUE1Q3hJdHZnakEteG5NRzRsUUNUR1AyWTV5UWMzampPLXlxRTR0RUZ3Q3FZQmotZkE?oc=5,google_rss_메타 규제 when:1d,-20.0,11.0,financial_performance,financial_performance,메타,below_absolute_quality_floor,-20.0,financial_performance,competitor:general,,
1819,경쟁사/해외이슈,경쟁사_해외이슈,애플,Apple 주가는 단기 과매수 신호로 상승세가 제한되며 1.34% 상승,apple 주가는 단기 과매수 신호로 상승세가 제한되며 1 34 상승,Traders Union,Traders Union,"Tue, 02 Jun 2026 15:04:33 GMT",Apple 주가는 단기 과매수 신호로 상승세가 제한되며 1.34% 상승 Traders Union,https://news.google.com/rss/articles/CBMilgFBVV95cUxOSTlkMV93b0QwYzRYd1FYenJXd09LcXlUNXhSS2dMM3NEakNneUl1bkxHSXlYTnFDaFlDZzZTVjNIZU9uUlFDbFp3eFpjNWswNjA0ZGs5ZVFQeFJNVXZJeF9LZnEzSjVpeUo2VUdsNzF1R1N6U2pmVGx2UHZ4NXhUVW1fOW5TajB1a0dTNWk0Y1ZZSVlKdGc?oc=5,google_rss_애플 when:1d,-20.0,11.0,financial_performance,financial_performance,애플,below_absolute_quality_floor,-20.0,financial_performance,competitor:general,,
1707,경쟁사/해외이슈,경쟁사_해외이슈,MS,"Microsoft 주가는 $453 부근의 저항에 직면하며 하락세를 보이고 있으며, 오실레이터 지표는 중립적인 상태를 나타냅니다: 주간 리뷰",microsoft 주가는 453 부근의 저항에 직면하며 하락세를 보이고 있으며 오실레이터 지표는 중립적인 상태를 나타냅니다 주간 리뷰,Traders Union,Traders Union,"Tue, 02 Jun 2026 15:03:34 GMT","Microsoft 주가는 $453 부근의 저항에 직면하며 하락세를 보이고 있으며, 오실레이터 지표는 중립적인 상태를 나타냅니다: 주간 리뷰 Traders Union",https://news.google.com/rss/articles/CBMinwFBVV95cUxPeE9WY2xzcHJyN0xpeWMxcnRTRWxlTnlHYVF5ZVRrRFlZUm9KM3BYTjNibGlBbWVMMjRFN2lEVWg1TE9BOGZubXJMOVRXRU5iYlhXQ0wydFRQTW5OdEVVd0gwQTh4cFZxbjhjdlRhM3Yzb0ZzUG5CelM3dDRBeEUwc2IyRFBWLVpXQktxNXkxSUJWSWh3ZXdGYkFTb1BsRTA?oc=5,google_rss_MS 개인정보 when:1d,-20.0,11.0,financial_performance,financial_performance,,below_absolute_quality_floor,-20.0,financial_performance,competitor:general,,
1905,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,연방정부 변호사 1만명 ‘엑소더스’… 트럼프 정책 반대 이유,연방정부 변호사 1만명 엑소더스 트럼프 정책 반대 이유,애틀랜타 중앙일보,애틀랜타 중앙일보,"Tue, 02 Jun 2026 14:15:32 GMT",연방정부 변호사 1만명 ‘엑소더스’… 트럼프 정책 반대 이유 애틀랜타 중앙일보,https://news.google.com/rss/articles/CBMiT0FVX3lxTFA0bHZtWEwwQmY0OVhTbUhTMjhTSk1jdDQ5VmxaRWFxTy04d2dWTjViaURtVkJkVmtDeVNnaDE2VnNGUjZiWjF0ZGIwYXJObGM?oc=5,google_rss_트럼프 행정부 when:1d,-20.0,11.0,policy_legislation,policy_legislation,,below_absolute_quality_floor,-20.0,policy_legislation,government:policy_legislation,,
1944,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"Xinhua Silk Road: 중국 동남부 도시, 패션과 문화의 동력으로 의류•신발 무역 새 성장 공간 개척",xinhua silk road 중국 동남부 도시 패션과 문화의 동력으로 의류 신발 무역 새 성장 공간 개척,AI넷,AI넷,"Tue, 02 Jun 2026 14:11:00 GMT","Xinhua Silk Road: 중국 동남부 도시, 패션과 문화의 동력으로 의류•신발 무역 새 성장 공간 개척 AI넷",https://news.google.com/rss/articles/CBMiTkFVX3lxTE5zX3NnOGYwcXpYeExkWUZpUFZpX1NJd29yTUZpbTNzODRBYzIxWVVRSzJvVEE1eVJQNUlCUnBxWEMtNVV1ZkdhcEYyaV96UQ?oc=5,google_rss_중국 AI when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1940,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"더욱 발전하는 중국, AI 기반의 지능형 생활을 선보인다",더욱 발전하는 중국 ai 기반의 지능형 생활을 선보인다,VOI.id,VOI.id,"Tue, 02 Jun 2026 13:36:04 GMT","더욱 발전하는 중국, AI 기반의 지능형 생활을 선보인다 VOI.id",https://news.google.com/rss/articles/CBMiS0FVX3lxTFB6bExzdWpIeUxpVkFscjZ6NEE2endFVWdmbm1tc2tSVk9PSmdJQ1o4cnlDTllpZkQ2RWJaZVUwMWNsZkpYNDVFUXMzdw?oc=5,google_rss_중국 AI when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1438,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"'왕좌의 게임' 200년 전… '하우스 오브 드래곤 3', 오는 23일 쿠팡플레이 독점 공개",왕좌의 게임 200년 전 하우스 오브 드래곤 3 오는 23일 쿠팡플레이 독점 공개,금강일보,금강일보,"Tue, 02 Jun 2026 13:20:00 GMT","'왕좌의 게임' 200년 전… '하우스 오브 드래곤 3', 오는 23일 쿠팡플레이 독점 공개 금강일보",https://news.google.com/rss/articles/CBMiakFVX3lxTE9aSE8wdnhOVXpxLXNqcXdlSVB4V2tnTExDM01ZZE1LRXJHM1ZuMHpRb1hQV25pVnJxSFhDN0NDcUJ6V3gzZk1hZGtFYnhLejJqZk1FUHlnMnd5aHNpanJrMV9uaE82QjlrSWc?oc=5,google_rss_쿠팡 when:1d,-20.0,11.0,market_power_platform,market_power_platform,쿠팡,below_absolute_quality_floor,-20.0,market_power_platform,competitor:regulatory_enforcement,,
1395,경쟁사/해외이슈,경쟁사_해외이슈,KT,"[AI상보] '오스틴 100호포' LG, 10-1로 2위 KT 제압 선두 수성...임찬규 6이닝 무실점",ai상보 오스틴 100호포 lg 10 1로 2위 kt 제압 선두 수성 임찬규 6이닝 무실점,뉴스핌,뉴스핌,"Tue, 02 Jun 2026 13:16:00 GMT","[AI상보] '오스틴 100호포' LG, 10-1로 2위 KT 제압 선두 수성...임찬규 6이닝 무실점 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTFB0aWNNSGllNVRHa1Jxbk1HOUR1RHVhZHUxekZ0d1owTzVzczNKUVRRUWdnRnJHMGxRVFB5MEVleHg1QW0xWjRMVElWOHdxQWE1YWM5ZjVKeHhyQ0pf?oc=5,google_rss_KT when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1765,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 인스타그램 청소년 계정에 반복 추천 제한 시험",메타 인스타그램 청소년 계정에 반복 추천 제한 시험,디지털투데이,디지털투데이,"Tue, 02 Jun 2026 12:46:03 GMT","메타, 인스타그램 청소년 계정에 반복 추천 제한 시험 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE5OVnNBUmp1YTJzUXJsTlFDZkx2RmtJSkN0ZnpnWXZPTHBlY0lDVlkwRXZfLUJmWmZ0MnRQUVFzZ09mdjNldUFTZDU1QlRaVEFkMFpIVERaUy1VMUx2S05pV04tYlZqZkVDS3dPU2xjTWQ1NTA?oc=5,google_rss_메타 when:1d,-20.0,11.0,deepfake_youth,deepfake_youth,메타,below_absolute_quality_floor,-20.0,,,,
1430,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, 과일 선별에 AI 도입…""품질·판로 다 잡는다""",쿠팡 과일 선별에 ai 도입 품질 판로 다 잡는다,폴리뉴스 Polinews,폴리뉴스 Polinews,"Tue, 02 Jun 2026 12:20:50 GMT","쿠팡, 과일 선별에 AI 도입…""품질·판로 다 잡는다"" 폴리뉴스 Polinews",https://news.google.com/rss/articles/CBMibkFVX3lxTE9FLTA3VGRONHRvNUtzdG1ZcGJNU0puZ0dBMmdwR21rdHZnMXZCRWJYcVJCREVEZ2FBOG90T0JEeEp3c29XOTRsdm9nTDhhb09ncURSc2tPN2xkb3ViVndRUFRISGlLNnNjenlIRklB?oc=5,google_rss_쿠팡 when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,쿠팡,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1927,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,‘첨단기술’ 빗장 거는 중국…AI 엔지니어 해외 취업길도 막는다,첨단기술 빗장 거는 중국 ai 엔지니어 해외 취업길도 막는다,경향신문,경향신문,"Tue, 02 Jun 2026 12:05:00 GMT",‘첨단기술’ 빗장 거는 중국…AI 엔지니어 해외 취업길도 막는다 경향신문,https://news.google.com/rss/articles/CBMiWkFVX3lxTFA1UWYyTkNjX0RGNTFLTkdjRzhXYjhBbTd3Q1hlbDNFMWEzLTJOX0ppcHdUeVlkb0M2UjFWQ2JCTjlCek9iV19oQ0xHMlNKd1FlZ0RKUGVZTGxsZ9IBX0FVX3lxTE5INjFORGp0Z3BpZG5KSGwzb2dYOFVjenpGVmV6UjRzS090NGZTdzY4OFN4NzZIbGZWcWZ5T25iYU9QaDVudENTc3lPalZnbXpoWjdpSkFaZEliakVuZG8w?oc=5,google_rss_중국 AI when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1455,경쟁사/해외이슈,경쟁사_해외이슈,토스,'또'다시 오류 발생한 토스證…신뢰도 리스크 고개 [재계톡톡],또 다시 오류 발생한 토스 신뢰도 리스크 고개 재계톡톡,네이트,네이트,"Tue, 02 Jun 2026 12:01:00 GMT",'또'다시 오류 발생한 토스證…신뢰도 리스크 고개 [재계톡톡] 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE05c0JuLVdXcjVNQWNTdExsUUcyRkJYRUZMaUJjSnZocXloSVJSX05CSlB0MU1zdmxUOVNoUUxsdExxVDNfZEhEQlI1MnVsdlFHbnRB?oc=5,google_rss_토스 when:1d,-20.0,11.0,privacy_security_reliability,privacy_security_reliability,토스,below_absolute_quality_floor,-20.0,privacy_security_reliability,competitor:security_reliability,,
1818,경쟁사/해외이슈,경쟁사_해외이슈,애플,AI 스토리에 대한 시장의 의구심으로 애플 하락,ai 스토리에 대한 시장의 의구심으로 애플 하락,Traders Union,Traders Union,"Tue, 02 Jun 2026 11:43:22 GMT",AI 스토리에 대한 시장의 의구심으로 애플 하락 Traders Union,https://news.google.com/rss/articles/CBMiggFBVV95cUxPN3ZPd3l0ckVkZzlhTUZPczB5elgzM1g5SjVkbERjWHdMb2RIMnBSeXFqbHZzVC1LUUs5bUxFdWJ3eVB3TWk4VUtvLThiUmE2cTV0UVZLY215bGZ0NGc4b1VlanBEei1TZ25YS25aSU9DQnZuVDd5S2ZXNFJVam5OeS1B?oc=5,google_rss_애플 when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,애플,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1377,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"[특징주] SKT, '엔비디아 파트너' 부각에 11% 급등 마감(종합)",특징주 skt 엔비디아 파트너 부각에 11 급등 마감,코인리더스,코인리더스,"Tue, 02 Jun 2026 11:00:01 GMT","[특징주] SKT, '엔비디아 파트너' 부각에 11% 급등 마감(종합) 코인리더스",https://news.google.com/rss/articles/CBMiSkFVX3lxTE9uS2xhcml4dkVGSTY2UU1VVTFxbkE3enJsQ1JJRTRKaEVMMnlYTDJHT09oV0dBNnRPaW5zdUxDM0pyZ1NpUzlNNWJ3?oc=5,google_rss_SKT when:1d,-20.0,11.0,digital_asset_stablecoin,digital_asset_stablecoin,SKT,below_absolute_quality_floor,-20.0,digital_asset_stablecoin,competitor:general,,
1945,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"""中·마카오 회사면 해외 법인도 안돼""… 美, AI 칩 우회로 차단 강화 |",마카오 회사면 해외 법인도 안돼 ai 칩 우회로 차단 강화,더퍼블릭,더퍼블릭,"Tue, 02 Jun 2026 10:50:50 GMT","""中·마카오 회사면 해외 법인도 안돼""… 美, AI 칩 우회로 차단 강화 | 더퍼블릭",https://news.google.com/rss/articles/CBMib0FVX3lxTE9wcU1QbUlsQ09DWUIxUFJNcFR3RkxhWkYxT3ZFcldCLVFzTTEzTzBETW1iRkVLYkZkX1hLQW5SdFgycTZXLXZIYlkyOUd2cjF1Ulp6SXJkamd3U083RWdpWERvWEtQOVpxdnFFYWE2bw?oc=5,google_rss_중국 AI when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1949,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"한국 반도체 업계, AI 칩 신생기업과 중국 메모리 부상에 경계 강화",한국 반도체 업계 ai 칩 신생기업과 중국 메모리 부상에 경계 강화,Traders Union,Traders Union,"Tue, 02 Jun 2026 10:11:39 GMT","한국 반도체 업계, AI 칩 신생기업과 중국 메모리 부상에 경계 강화 Traders Union",https://news.google.com/rss/articles/CBMingFBVV95cUxNYUVpeG9DeEhXdkZCZkppTndYRkRRbGlPVGIteFdWWFJFZU9pdU9rRXNNdUVPdVpZWmRSZkNMMzRoVGJkWldtUHh3MFo1ZGNCTzJVVGNXVThNTVZaMzVnU3R1RFU0aXhncm80WGMxMFRLMWxjRVJGakQwVUpEeTlwaUt2LXhUTTltb3NXeU0yMTJaZmE5TS1CNkZwc1FaZw?oc=5,google_rss_중국 AI when:1d,-20.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1776,경쟁사/해외이슈,경쟁사_해외이슈,메타,"삼전, 메타 제치고 글로벌 시총 10위…한때 테슬라 추월도(종합)",삼전 메타 제치고 글로벌 시총 10위 한때 테슬라 추월도,코인리더스,코인리더스,"Tue, 02 Jun 2026 10:00:02 GMT","삼전, 메타 제치고 글로벌 시총 10위…한때 테슬라 추월도(종합) 코인리더스",https://news.google.com/rss/articles/CBMiSkFVX3lxTE5iVGhfTmx4VURodWRqMmV3NHpPaUI1U3JENVRrMFBITk11Ym5iclJzR0Y0S2cxMllRMFVJa194TklXc05pRVZlejBR?oc=5,google_rss_메타 when:1d,-20.0,11.0,digital_asset_stablecoin,digital_asset_stablecoin,메타,below_absolute_quality_floor,-20.0,digital_asset_stablecoin,competitor:general,,
1770,경쟁사/해외이슈,경쟁사_해외이슈,메타,페이스북이 사용자에게 수수료를 부과한다는 소문이 논란을 일으키고 있습니다. 페이스북 대변인은 어떤 입장을 밝혔을까요?,페이스북이 사용자에게 수수료를 부과한다는 소문이 논란을 일으키고 있습니다 페이스북 대변인은 어떤 입장을 밝혔을까요,Vietnam.vn,Vietnam.vn,"Tue, 02 Jun 2026 09:47:39 GMT",페이스북이 사용자에게 수수료를 부과한다는 소문이 논란을 일으키고 있습니다. 페이스북 대변인은 어떤 입장을 밝혔을까요? Vietnam.vn,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPNjhXY2hwQ0loZWpaRGVYdm16UHFDczF2WWlyNFE1RkFqbmJJUkF3U0ZTT3NJRm1FUzBDZy0tSjFRUk50LTVHUHR4RlJLUWoyZFZfaFR2aXhzZlkxS2FuOEVGZ3ZjLWFpYl9mMHc1QTBmenNJVHNpVzJhQ25HTTF6aFJyR3VDSFZa?oc=5,google_rss_메타 when:1d,-20.0,11.0,market_power_platform,market_power_platform,메타,below_absolute_quality_floor,-20.0,market_power_platform,competitor:regulatory_enforcement,,
379,정부/국회,정부_국회,공정거래위원회,"[단독] 대법, 헌재가 요청한 ‘재판소원 1호’ 의견서 안 내기로",대법 헌재가 요청한 재판소원 1호 의견서 안 내기로,v.daum.net,v.daum.net,"Tue, 02 Jun 2026 20:01:53 GMT","[단독] 대법, 헌재가 요청한 ‘재판소원 1호’ 의견서 안 내기로 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5xdktzbUYyb2tXeV95RVo1T09Gank4MDNwSlFCc1VObU5OeTRKaFNSQzUwN3lNd29jLTFud2hOVFhiX0dnSGxDaFgzc1hmNVp2RmxHRQ?oc=5,google_rss_공정거래위원회 개인정보 when:1d,-20.0,10.0,,,,below_absolute_quality_floor,-20.0,policy_legislation,,,
1960,산업동향,산업동향,인공지능 산업 동향,"[ACROBiosystems, 바이오 코리아 2026에서 GMP 역량 기반의 포괄적인 CGT 솔루션 선보이며 혁신 주도 및 파트너 역량 강화] 핵심 특징은 GMP 역량에 대한 인터랙티브 가상 투어",acrobiosystems 바이오 코리아 2026에서 gmp 역량 기반의 포괄적인 cgt 솔루션 선보이며 혁신 주도 및 파트너 역량 강화 핵심 특징은 gmp 역량에 대한 인터랙티브 가상 투어,AI넷,AI넷,"Wed, 03 Jun 2026 09:25:37 GMT","[ACROBiosystems, 바이오 코리아 2026에서 GMP 역량 기반의 포괄적인 CGT 솔루션 선보이며 혁신 주도 및 파트너 역량 강화] 핵심 특징은 GMP 역량에 대한 인터랙티브 가상 투어 AI넷",https://news.google.com/rss/articles/CBMiQEFVX3lxTE1nWlFuZF8yS0NNM21ncldXYUxiVnJKdll1NXZhUnRBQ3RSUjdEOWNCcEJVam5pdzEzMXRvdWd1ekg?oc=5,google_rss_인공지능 산업 동향 when:1d,-20.0,9.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,competitor:ai_strategy,,
1958,산업동향,산업동향,인공지능 산업 동향,"보헤미안로보틱스, 한중 AI·로봇 산업 협력포럼 참가",보헤미안로보틱스 한중 ai 로봇 산업 협력포럼 참가,로봇신문,로봇신문,"Wed, 03 Jun 2026 09:04:29 GMT","보헤미안로보틱스, 한중 AI·로봇 산업 협력포럼 참가 로봇신문",https://news.google.com/rss/articles/CBMibEFVX3lxTE9oeWJVOVdZYUxYY1A5OU51VkdfQlJkY19xUkR6NzhtSzBaNzE2cnhlT0V5MF9wVE1QcWxSRzl2S0NES0IwZkVUWUo1UEM2UTk0a1Z3QlZycEM2dEw2SWxIV09od0Fkb0lBaDJGZg?oc=5,google_rss_인공지능 산업 동향 when:1d,-20.0,9.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,industry:ai_infrastructure,,
1957,산업동향,산업동향,인공지능 산업 동향,"추천은 AI가, 해답은 현장에서…유통가 고객 잡기 총력",추천은 ai가 해답은 현장에서 유통가 고객 잡기 총력,한국면세뉴스,한국면세뉴스,"Wed, 03 Jun 2026 07:34:37 GMT","추천은 AI가, 해답은 현장에서…유통가 고객 잡기 총력 한국면세뉴스",https://news.google.com/rss/articles/CBMiakFVX3lxTFA4Tms0X2ExdWRkR0ZzbDBRMFdNazFvY1Y4Rlk5Z2lyZ2hvNF9MNjNLMXpzaVhkeXBJQ2tXb3dDV0RCSGE5X3pjcjIxeWJRbWtLeDZRaVZNU1hKM0NLVmhVZ0FVR2JSaDlKU3c?oc=5,google_rss_인공지능 산업 동향 when:1d,-20.0,9.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-20.0,ai_infrastructure_security,industry:ai_infrastructure,,
2004,산업동향,산업동향,플랫폼 시장점유율,"""'투자하는 연금' 시대…ETF 적립식으로 꾸준히 매수"" [퇴직연금 투자전략]③",투자하는 연금 시대 etf 적립식으로 꾸준히 매수 퇴직연금 투자전략,네이트,네이트,"Wed, 03 Jun 2026 07:16:00 GMT","""'투자하는 연금' 시대…ETF 적립식으로 꾸준히 매수"" [퇴직연금 투자전략]③ 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5adlctbGNmZTlxUHVEdDlPclo0elVFQXpZbjN0YWU5ZVhmZXdNU0pDd1lwTWpCcm9qZ0w4SmZMU2ZuUEhmLVV2NFRkaXhWYW5ENl9B?oc=5,google_rss_플랫폼 시장점유율 when:1d,-20.0,9.0,policy_legislation,policy_legislation,,below_absolute_quality_floor,-20.0,"policy_legislation,market_power_platform",industry:general,,
1427,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"국민 90% “검색·메신저 매일 사용, 쿠팡·배민은 멀티호밍 활발”",국민 90 검색 메신저 매일 사용 쿠팡 배민은 멀티호밍 활발,위메이크뉴스,위메이크뉴스,"Wed, 03 Jun 2026 03:52:00 GMT","국민 90% “검색·메신저 매일 사용, 쿠팡·배민은 멀티호밍 활발” 위메이크뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBfdkJEQlgxXy1ESXZjREx2dkdkQmV4Slg2Nzh0ajdUQUp6ZUNYb3IwWV9OSlBsdE01cDFUMlIxajE2ejNDRjgwNm52aHhZSXJEQ0Y4RXdUSG9JSFk?oc=5,google_rss_쿠팡 when:1d,-20.0,7.0,search_ads,,"배달의민족,쿠팡",below_absolute_quality_floor,-20.0,,,,
1168,정부/국회,정부_국회,스테이블코인,올해 韓 굴착기 수출 36% 급증…아프리카·중남미 金 광산 개발에 탄력,올해 굴착기 수출 36 급증 아프리카 중남미 광산 개발에 탄력,헤럴드경제,헤럴드경제,"Tue, 02 Jun 2026 21:30:00 GMT",올해 韓 굴착기 수출 36% 급증…아프리카·중남미 金 광산 개발에 탄력 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBQaFVmWUVaRjhXX2xvY051cUpfU0E0YUJvbnFBUXhfT2Y2emc5VGlVVFdOcl9SYUhTVjFsVE1ac2V6WWtiNmhKYTJZQ0thNE9EY1pTMHZ3?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-20.0,7.0,,,,below_absolute_quality_floor,-20.0,digital_asset_stablecoin,,,
1151,정부/국회,정부_국회,스테이블코인,LIV 골프 투자 유치에 적극적인 디섐보 VS 거리 두는 람,liv 골프 투자 유치에 적극적인 디섐보 vs 거리 두는 람,헤럴드경제,헤럴드경제,"Tue, 02 Jun 2026 21:11:16 GMT",LIV 골프 투자 유치에 적극적인 디섐보 VS 거리 두는 람 헤럴드경제,https://news.google.com/rss/articles/CBMiV0FVX3lxTFBLaWNXMzNfMzIyRUpyUVNLVlZNNDJkWWtXREZVS0ZsOS1KbzJSTjNOc21GRUhFUW1VSWlweGhmM1dINmw2dGphTGZBaU90WXhUS2xTcnZJaw?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-20.0,7.0,,,,below_absolute_quality_floor,-20.0,digital_asset_stablecoin,,,
1105,정부/국회,정부_국회,스테이블코인,주식도 24시간 거래 가능해진다...토큰화 주식의 모든 것 | 엠블록,주식도 24시간 거래 가능해진다 토큰화 주식의 모든 것 엠블록,매일경제,매일경제,"Tue, 02 Jun 2026 21:09:24 GMT",주식도 24시간 거래 가능해진다...토큰화 주식의 모든 것 | 엠블록 매일경제,https://news.google.com/rss/articles/CBMiU0FVX3lxTE4wV2dHVEVmMzQ5X05aZklOQkl6WVdkajVyM045d05XRkVtRkJwcDB6aTNZbmROb2FSelNkcms3a2FZb3FNcFJFcEZNWHpva0E0b3Yw?oc=5,google_rss_스테이블코인 site:mk.co.kr when:1d,-20.0,7.0,,,,below_absolute_quality_floor,-20.0,digital_asset_stablecoin,,,
