검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,제외단계,후보대표점수,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group,매칭대표점수
구글,미국·이란 종전 기대·스페이스X 상장에 뉴욕증시 일제히 상승,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9QT0pya0U5YmRIVTY1cklacW80TzVsaWp2eHhLcmFxOUxMNlZnMVgwWXJMNDNRdlZtOVBYUms5VlBUQ3BzcWRtTHh0UTV3NC1QOGRZTG92TVBhbnlLQUEtdlN3?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,해외 소비자는 이미 K-브랜드를 찾는다…남은 건 ‘판매 채널’,https://news.google.com/rss/articles/CBMiYkFVX3lxTE40b0hCVXQyTXlQQ0o0WjQ5T0dFTlhMd2xPVGhJTnJpS3pGTmExYU4yU3Y0aGxiNEVER3JYMTlQT1B2d3d4b0lsbWVQRzJ0VEFTM2RqWDVQYnRrT1VpV2hYcEFB?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"젠지, kt 3대0 완파…T1과 MSI 마지막 티켓 다툰다",https://news.google.com/rss/articles/CBMiZEFVX3lxTFB5TmVmOF9SUzU2bS04QlJhd2QzUWJfM2xZdGpkWGhnd2pyYjRwd0tZcTlDUkdFZmY0RXl3RjlqU2tXY1NaSVdNUGtfdEZuMnU4dTZNWFVtNlVTaERaRXljSXB5NzY?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,[위클리배터리] LG엔솔·삼성SDI가 美 각형 당긴 배경은?…탈중국·ESS 수요 확대,https://news.google.com/rss/articles/CBMiZEFVX3lxTE12a1dWUHdMT25DQmtwUU5fdkhPSnhZazhvQ2tlY0l6YnNVU3pzNXR1TlZHTVFHOVFzRjRnTG53RFZnWW1uRlpLdjloVHVXWmpuVmx5U2o3TTU5Yi1ueG9rSk16NlQ?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"‘코리아패싱’ 미래에셋증권, 스페이스X 공모 물량 확보 못했다",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5oTUR0MTFuX2pJYTl5UFZUMGdUVmc4UFYtdnQ4Z1FmLVdDcTBoOVBtbnBWYmZMRlYta0R2MmNyd2FIa2hCdVBYQzFYbVdPZmxrTmdPYkRUVDFhQ2lTNTc3NnRn?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"JTBC, 200억원 규모 채무불이행 “모든 수단 동원…월드컵은 정상 중계”",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5fdF81bl9ZZGFuN0NSc0IyVU5TaWRKNExCZHc1bzI3NGtWeUpLY2RsMndablExOWN2QVJYNGo5R3lRcEp4bHQ5bk80VEtkVzZ5cG5mTF9ZakJkcWo3NDlZVVFB?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"엔비디아가 두산을 선택한 이유…AI 시대, 다시 주목받는 `제조 DNA`",https://news.google.com/rss/articles/CBMiZEFVX3lxTE8yMmFCQno3MS00c3c5QjY0eWRnNzc0NEdTSDVHZlRMUW1XV1d0aHJrd1BGa2ZScFBUS0luczNpZ3dlNE8xamc2Mms4MXpCTFlXTTVidVlSa3V3anFWd2pDZ3FiNFg?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"美·이란, 전면전 문턱서 멈췄다…호르무즈 해협 ‘단계적 합의’ 부상",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5VTDEwMmdiMXR6RF83d3BYaklEenVwaXNXZFRCNTZIRC1KRVAxOHhqNmtxR2pFZk02N1pNeDVxYU1mSzk0WDQwNEhlSnI0YjBaR2dQMTdZcEI5OEV3Mm45RkQ4SUM?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,배달앱 키우는 경남은행…‘먹깨비’로 땡겨요에 도전장,https://news.google.com/rss/articles/CBMiZEFVX3lxTFByZGZiYndKdXJqRlJleUUwWC1hY3NSZVNXdnNnRmJlWjczUWdWT2UtRjFhVjd4SHY0S2MwVzhZNEtZejdoZUNSRWluQVM0TjBkc3lyekFNdG5MMmJwUTgyV0VZYVo?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"청라 화재 충격, 그러나 전기차 구매에 영향없었다…의향자 10명 중 7명 `실구매`",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1pYlVuUkJNdEtKZGIzVndGbWRRRW5VSmNYYTh0OXRQQ0J0UlNFQXd2cnRmcmZQcjdCbkd6bzdveWJiR2tzLVJ5eWJxY1E0dy1mQmxqYjgwU3UyMDBmME80dkdR?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"“이미 저점 통과”…53% 폭락한 비트코인, 반등 탄력 받나 [주간 블록체인]",https://news.google.com/rss/articles/CBMiYkFVX3lxTFBlcjhwb2llV09SMHRDX1lHSkMtVl8yeTAxMjYzck1Fa0tiUTFzbFlhQl81cmlLMEtVSEYxM3luVldYWUN6Nm52WnVFZHZMMHg4b3FwZ213STliblEteEs1NDdR?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
구글,엔비디아 밀착 속 소캠2 사양 조정…정치권 호남 투자 요구에 고심하는 삼성·SK [위클리반도체],https://news.google.com/rss/articles/CBMiZEFVX3lxTE9QX0RHcGpxaWRXTzctVFpOT1VuY0dCNkIzeXlmS0s2bXRiUXhReGJPT0l6aWk1WFkzQklSeDFIcHNFWU1TWkxXUmFNX0FHelJhYTBVeVNPWURnMzF1YjlXeFFaU2g?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,[인텔 어게인 CPU] ④ HP·레노버·델부터 韓 네이버까지…‘인텔 하이브리드 동맹’,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9uX1hlOWVMQnZ3aWdwc3ZDb3cwb0JsQ3N0MWNrdXltd09FZ3p6Z1c0M2FTdEJpRXJFcXRhbkN1WlRsWmZUWDdhdWhlYW9wSzI4NjFNcWxUcGhyQ3IwZ1gwZWNn?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,월드컵은 90분으로 끝나지 않는다…FIFA가 세일즈포스와 손잡은 이유,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9Rb3lZLVVJZ0tINV9kX0xCeC1zOWZialFRRWNJWjVRRU9OdGtMNHE0V0h5LW15X0RQRFB1MW9wWWRzRTg5TmMwbTUwd2ZoM0xkczRiTkJpdXIzbmlEMVB0UXln?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"`효율과 창작 사이`…게임업계가 마주한 AI 윤리 논쟁 [AI, 게임 개발의 새 문법下]",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1sTk4yeFZQbHNGN0lpLUZ4ZFg1M2xwaTh1QVRHVG5qczcwWE5HYjdBS3B5MnE4TVduQnpDQnNBcld3ckNFN2dHbXZJQk9Wb0NMZUtOVWpOOGhjQldEYk0yc2psbUc?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"스페이스X, 사상 최대 IPO 마치고 19% 급등…머스크 세계 첫 1조달러 부자",https://news.google.com/rss/articles/CBMiYkFVX3lxTFBpT1p3S3doRThBRjNWblh5QWxDZUdVT1h0Ql8xeWNFRTRWZDdvNGlGT1VhbnZGZENNVWJKZXdSZHV5Uk5YM2NLa2cxeDBJbnRuVXdWZE82LWJvdF9PMTUzX2Zn?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,수율 1%에 사활 건 `반도체⋅디스플레이`…설계부터 공정까지 AI 지휘관 투입,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBXRm41N3NlU0JfLTQ5dzc1RzdfRkdiaFNKN1hPOXUyRUc5WVdfOXJJQ243Njg4ci0xUUpCRktaTFFSZnBqeDVyQnY1MnMyTGxET2Fhb3ExcE50ZnN0WFhfMlZQdXk?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"해외 사용자들 날벼락…미 정부, 앤트로픽 `페이블5·미토스5` 외국인 접속 전면 금지",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5HZkV0ejlCUnc4V09sNUJuZ0RTNWtLdzJ3dHhDWlI1Y1o5MkloRDRiOXhLdUQ5YnV3NUd0eUk4ZmRKVk5PXzdnVkt4Z1pkeG1RR0JiUVZveTJsQ1lKNGNfWWNR?oc=5,디지털데일리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
구글,"[인터뷰] ""지난 4년은 클라우드 MSP로 다졌다""…클라비가 그리는 다음 4년 청사진",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5ENThGQ1loZm9LMXUzWDJjbHZhZ0pOVXVhSEpjbFNnS1V1Qmd1enZGUzIydmhtVUR2azdwZDJvVkdxUllSRUxqc1VIcU5sT1c0LTcyeGIyU1Jkc2NTUk5rOWpR?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
구글,AI 에이전트가 선박 설계·승인 돕는다…KR이 그리는 해사산업 AX [산업AX파일],https://news.google.com/rss/articles/CBMiYkFVX3lxTFBodGl5RV9OM1owS0wyaU42OFVqLWFLbzcxWHIxLW1nazh4ZU1YcUlPZnNSYlNrSVJ1N1lDU1dDS0JyZENFcjR4TlZMODU5cUZvTmtJbTd4dmZOUGlFb0J1djJ3?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"[사설] 올림픽공원 시위, 진영 간 헤게모니 다툼 안 된다",https://news.google.com/rss/articles/CBMiYkFVX3lxTFBIZDk3YTdrNkQwVzJXRFUtZTF2b1ktZFY1cW1OajYzRGVqbHk3UHhPa0EyMkFYUWJVcGJOcWMySjI5a2VPVGYyZFBHXzNmU1Nib28zUkdlZW5RTVVSNlRCd1J3?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"칩 넘어 `AI 모델`까지 통제…美, 최상위 AI 무기화 신호탄 되나?",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBCdFpZTHR2ZVdzZ3h6RWNPTVMxLTQ4aWNXLV9paFk4akpQaVlRclM1Y0lvcTVzVU5Pd1hzV3Q4bUh5OUUwMzljRHVfSFNjUi0zRmkwN29mYWlOS2QwbWFIaUpDNUc?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"최태원 SK그룹 회장 ""1인 1에이전트 도입…나의 AI서 우리의 AI로 진화""",https://news.google.com/rss/articles/CBMiZEFVX3lxTE8tekJfa21OUWJwenFqQkRWWnh3ZmNPWEZGb3hEZC1FRF92dUR1ZlpFWWFDME1oVER1R3Bkb2Rrd0JyMllLMTk1NGFob1pRa0haR1U0dmtyVjlNdGk5Y3daSWs4TmM?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"최휘영 문체부 장관, `입원치료` 최불암 문병 ""특유의 `파하` 웃음으로 반갑게 맞아""",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1OTmZMU1lyWWRMZGV5ZkJ1ZUNkdXVUMTFnWVFNc09pT3NJUHVMSGhnLXFwRVhPdVZmZlJxVnlXOE9NLUp4LXMxSVA1M0U1MXlneHdWMEs5cHBNSHBEbE5DMmpRX2I?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"수백명 엔지니어가 매달린 도면 작업을 몇분만에…`도면 AI`, 제조업 판 바뀐다 [AI 클로즈업]",https://news.google.com/rss/articles/CBMiZEFVX3lxTE91R1JGZW9jOWJ6dTBNbHA1Rk4xelc4TFhkekhhOHdzN2FudWlrMzJvQjlZOS13TXFiSXZnNmg1VzBld1c3bWFBaXZsVDFiU2o4QnZSNUZVVnVpQ3k5dElJQVN5R0s?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,광화문 응원 특수에 편의점도 함박웃음…CU·이마트24 매출 급증,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5zWjVhUG5JU0dOYmk2c3h1TFJ6MW8ydGNzZVhuSkR3Q01IckJBUWtlb1gxZVlGaG1lUDhaTEx6ZWw4TXB0TEQ4eGN0aXRJZzJfeHdaU09hUjNYRzRLLVNQVnhqU1o?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"영풍, 환경정화 충당부채 회계처리 논란…증선위 중징계",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5KWmJPeTVNZ3JNalhURVhzdng3ZUVjQWFEaTAwVVVsUktMY01IakpfX2dYd3dDNUlIM1ZZX0g2SmtfaGRITXYyVjZfQTVmQmZjQXFLYXl1RjZaMTB5c1d5YkRlRVY?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"HD한국조선해양, 한국형 해상풍력 지원선 개발한다",https://news.google.com/rss/articles/CBMiZEFVX3lxTE80T2ItRGZVQThBamt1b25xSUhxOXVOVlNoQ2RjWVpaX0lKQzNlY2VtNTQ5Zk9BOHdfclBzZ1lMbVQ0ckRlOGJvb2JQamo2QXZpNzlBbHcxbFpyaDY4RzZFZjh3SmM?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"밤하늘을 가르는 하얀 타구의 실루엣, 생생하게 듣는다…LGU+, 시각장애인과 야구 관람",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1iVmR0Y0Zhdmo3SzZqYzlTNXFFN2tlZEI2bENWX29MaHhObjhLNG5CajRyTWdrTGw2Ri1ST1NzTVE3dWpZTTZpM3p3SjBrSFFoWWdod0hvbklxVmRSVXpzMXhVZVo?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"“매매는 강서, 전세는 성동”…서울 아파트값 8주째 상승",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBvUFVHSVZwRWdnTjVwQzFxbG50Z1RxR0VDYUNMeTNaVGtOMGJVOTZ3aUNaNVpodUxlTzE0cEhXZ0JBZ2FGRXUwZWtaUlhUVzd2d2N6MEFDNUhNSy05U1pHa2JRcC0?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,英 `현대미술 거장` 데이비드 호크니 별세,https://news.google.com/rss/articles/CBMiZEFVX3lxTE91clVTQ0xSWVVsSEhCS3IxYUFjc1V5VnB5cE1zM0x2OXlySzFybUo0VHdSRGYwb3hBaDNxTW1NMmpRZnJPVVRxUER6azY3b0VCNEVqcXZxYzdlMnJZd0lrRGVHeUc?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"삼성전자, 글로벌 랜드마크서 `마이크로 RGB` TV 옥외광고 진행",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBPVEN4RTFMOUc3bS11Q0RVMEd6U19GckhDblN6UjVLb1JJMHFtNTJza2N5cWZrUU04WS1EcEpTRUlBYXVNUGxWZXVPbGdoaTBZX2lIc1VBYjhQb2Y1QmVTRy1Kb3E?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,[위클리템]삼성전자 실속형 AI 스팀 로봇청소기·레노버 고성능 올인원 PC·노트북 출시,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBmNXZrOEJlTXYwbDJvUWhCNHJ1UnlVaEtsWVN5RktGMEJfRzM1S0xLYmxsZ2F1OTdOemZjNjk1eXVicl9menFxcHJ5RGJ2c3lHb19felBNdWRWT1BURnlNZFZn?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"삼전닉스 등 대기업 직원들은 사내대출 펑펑…금융당국 ‘빚투’ 규제, 실효성 있나 [이호연의 D톡스]",https://news.google.com/rss/articles/CBMiZEFVX3lxTE92Q2xpRFZhVkl4V0laUkJ6eFB6cnRBSWxQa0txTThtOFhLVXQ0aFJkcW4tNTJLM2dpS0dESUhNdHlQNWQ2Sk5KMDBacXIzcXJmZ3BEQ2pJWjVOdHgybi1pOEhXTnE?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,[툰설툰설] 젠슨 황이 말풀선 채운 `그 웹툰`…이유가 있었다는데?,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1RUDByT3lTeGoxMGhLSlBNSWNwa1VmSU5FU2xqWTFhMXRLT0YxMXREOFFrTDQxNnhIdWEwX0hBZ1ZoR0s2YXp2Q2ZXZnV6XzZRNUkySm5uM0xOc3ZpZVlIM0todEk?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,서울역에서 파리행 기차를 타던 시절이 있었다…문화역서울284 공간 투어 가보니 [여행.zip],https://news.google.com/rss/articles/CBMiZEFVX3lxTE5EUTh4R3ZLMHpfcDVjUU1KcU01b3R4ay1wd3prZnNYbWdRZDVxTFpEcGNVZ1NEQmNqZU1XbXFkSTNMLXVvTTBqNEFBYWFEZXdUT21sVTIwZDRMNjFfYVdYeEJuNDg?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"""새만금 AI 밸리""…젠슨 황 한마디에 커진 기대감 [헤비급브리핑]",https://news.google.com/rss/articles/CBMiZEFVX3lxTE53ZGJZbDN3b250ME1qS0tuNjVoU3V0RUdndWZqMVhNaXFlSTdDYVl2bnN5QVBtYnl4dDNsT21VaWI3aVJ5cG5EX21FSXhhZFlSMmNqMjRmMXRibW5hNnRKWHAxdTk?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"대전 폭발사고 후속조치…한화에어로, 외부전문가 중심 `안전혁신위` 출범",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9hUXJIT25jZ0NNdnBkUkJ5NkFySDRpQ096UjFNRFN2V05sdnNSN1Ytd0ZLYjZTaTh6bFdKOHR2QUFSZGtzNk5aZk5RN2RsM3M1TnZPRnZiRW84a1dtUFBKTDNReVk?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,트럼프 “이란 합의 14일 서명 예정”…호르무즈 해협 개방·비핵화 협상 분수령,https://news.google.com/rss/articles/CBMiZEFVX3lxTFA4aUFpVThRQlQyWVhCVU0wN0tEM0czWXlVXzFiR2U0azNsY3RZYk9GNlkycWdYenE3ODQ0S3lrNGdiZ3pNTU5jLVVxN18tV0V3bUZrREF6ZTN3aVA2S2pmWmVsU3M?oc=5,디지털데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"구글, 폐기폰 2000대로 친환경 데이터센터 구축 실험",https://news.google.com/rss/articles/CBMigAFBVV95cUxQd3RHMG1mQjNtQU1nOTI2ZXJjZXJZSnVzWVlmYWlYZlBJWS1Hc3hrU3ROd3ZuaG9tWEQ5aUFJakhTV3ZqdUhoQUFZUGc0M05rcTRqaG55d0RJR3Y4eDdqa0F1clhMdWdHT2J1MWhlTDM0OEU1LUIwNmJDajc1M040VQ?oc=5,이데일리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
구글,"'스위스 GDP만큼 가진 사나이'…머스크, 세계 첫 1조달러 자산가",https://news.google.com/rss/articles/CBMigAFBVV95cUxPTDBBUVlRN2YwNzd2QS0weWVWdE16U05SVzlWWEwtTm1qM0FLekM1T0hHOFVGeVVWeXpOR0pOaTQ5YVRyaFlhOGo0WmhkVjllTDMzYW9iQkw2VDZCbllDMnEyRHhPT09qajh2SURRTEdXLUw2ME42cUJ2MlRlZ0NGcg?oc=5,이데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,[속보] 스페이스X 상장 흥행·미·이란 평화합의 기대에 뉴욕증시 상승…스페이스x 19 %↑,https://news.google.com/rss/articles/CBMigAFBVV95cUxQeVpwUS04THJRMEd4S0tjXzZiQmxKX3haaUsyb0c0ekpsY1J1SVFIQ0pCRjlFcW1ZUm5TT0ZwaTBnMjVxU195b0lBNzN4b0ZHb0dLV3BlNHN2TmNlQldHdFJYYk1hSHNBeDJFcE9MWC13NnV4OXhxZ1o1V0RoRDJNcQ?oc=5,이데일리,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"""매일 410억씩 100년 이상 써야""…머스크 자산 1조 달러 돌파",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBYM251V3RSWVdha2tiTGlPa2Q2QmRjNlZ3NnFWWU55MTZUYXpHenVtb3JKal9PN0x1ZXJjZXgzS3FrMGg4UlpDcU9mZVV1V2hCTFJBctIBVEFVX3lxTFBYM251V3RSWVdha2tiTGlPa2Q2QmRjNlZ3NnFWWU55MTZUYXpHenVtb3JKal9PN0x1ZXJjZXgzS3FrMGg4UlpDcU9mZVV1V2hCTFJBcg?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"손흥민 6위, 호날두 45위…AI가 뽑은 '월드컵 미남' 1위는?",https://news.google.com/rss/articles/CBMiVEFVX3lxTE56RjdpUmJhemlxdUVURERxdDJiZEc5NmFXcjRiYlQyUWw2VWR0Z0c5NDFpMFR3N2p3dG9QaUpreEw1QUltT3BxR2cyYXlRUTYxUGk2VdIBVEFVX3lxTE56RjdpUmJhemlxdUVURERxdDJiZEc5NmFXcjRiYlQyUWw2VWR0Z0c5NDFpMFR3N2p3dG9QaUpreEw1QUltT3BxR2cyYXlRUTYxUGk2VQ?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"'역대급 IPO' 스페이스X, 첫날 흥행…공모가 대비 19.3%↑",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBfdV9zZ2loRWZnZV9nczJDTVd6ZFFOYUFfbEJZSkduaTYyWFZRTzFhWURHUGpxOU1YMlliNkJHYXp6dWRCWlIxUjlKU1FIdFM2TEw3ctIBVEFVX3lxTFBfdV9zZ2loRWZnZV9nczJDTVd6ZFFOYUFfbEJZSkduaTYyWFZRTzFhWURHUGpxOU1YMlliNkJHYXp6dWRCWlIxUjlKU1FIdFM2TEw3cg?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"정부, 올 3분기 국민참여성장펀드 6000억 추가 출시",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5rSnVnNnRtWjNURTlYUXhpSDI0Uk1YRXh5UTllSTh1VE0xaXhvR052QmxtckdDWVo1ZVMzUjNacXJNOXFnakxYNVFvcjBHLUlSZ0pva9IBVEFVX3lxTE5rSnVnNnRtWjNURTlYUXhpSDI0Uk1YRXh5UTllSTh1VE0xaXhvR052QmxtckdDWVo1ZVMzUjNacXJNOXFnakxYNVFvcjBHLUlSZ0pvaw?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"기획·디자인·마케팅 다해도...대법 ""제조시설 갖춰야 감면""",https://news.google.com/rss/articles/CBMiVEFVX3lxTE8zSGtWU0NUYUJBZm95Z1hPSm5mRm91MmRYSElDY01fcDRCT0d3LVREWDZrQ0tweDZ0YkpsbFptQVdIVUFMRXBtdGhPWTJFTnNhYmxlZtIBVEFVX3lxTE8zSGtWU0NUYUJBZm95Z1hPSm5mRm91MmRYSElDY01fcDRCT0d3LVREWDZrQ0tweDZ0YkpsbFptQVdIVUFMRXBtdGhPWTJFTnNhYmxlZg?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,부산 에코델타 ‘중흥S-클래스 리버시티’ 501가구,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBYM1VGVm4xd2RKeXlyczY5MDc3bHN3Wjc4WGNCRnFOSW1fUWU2cmR6QnNHSVZSOC1XUFZ2M3F2b2ZPZVBCcUxGN0syeTh3TFRhNHdYdNIBVEFVX3lxTFBYM1VGVm4xd2RKeXlyczY5MDc3bHN3Wjc4WGNCRnFOSW1fUWU2cmR6QnNHSVZSOC1XUFZ2M3F2b2ZPZVBCcUxGN0syeTh3TFRhNHdYdA?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
구글,"업무하다 진폐증 앓고 16년 뒤 폐렴 사망...법원 ""업무상 재해""",https://news.google.com/rss/articles/CBMiVEFVX3lxTFB4bmpEcmlZMkt4d2NZdXU5VkZfZjZheEJSdmoxLUdKWkY5NkZsdUZSM1dGWUd3TWlHVnE1VG9sM3lVR2ZqaU94cWt2cW5KbHM1YVpxY9IBVEFVX3lxTFB4bmpEcmlZMkt4d2NZdXU5VkZfZjZheEJSdmoxLUdKWkY5NkZsdUZSM1dGWUd3TWlHVnE1VG9sM3lVR2ZqaU94cWt2cW5KbHM1YVpxYw?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
